Id	username	All	User	Friend	Network	Content	Sentiment	Temporal	LanguageAgnostic
500805074		0.34	0.19	0.26	0.51	0.49	0.29	0.26	0.33	
79104408		0.23	0.08	0.33	0.62	0.38	0.22	0.14	0.16	
517188455		0.37	0.07	0.22	0.32	0.46	0.42	0.16	0.23	
1605082915		0.31	0.02	0.19	0.28	0.27	0.24	0.16	0.19	
1439177893		0.62	0.34	0.56	0.62	0.67	0.78	0.55	0.41	
1369986619		0.36	0.32	0.24	0.25	0.5	0.21	0.09	0.26	
168096695		0.24	0.15	0.17	0.22	0.29	0.32	0.23	0.25	
1543986138		0.61	0.49	0.45	0.42	0.24	0.2	0.5	0.47	
43203630		0.63	0.46	0.61	0.27	0.38	0.23	0.19	0.49	
236026761		0.35	0.32	0.29	0.2	0.21	0.26	0.09	0.31	
229619563		0.3	0.16	0.39	0.37	0.4	0.38	0.22	0.23	
510679846		0.26	0.17	0.23	0.14	0.6	0.3	0.15	0.13	
114547606		0.62	0.74	0.48	0.46	0.53	0.33	0.47	0.67	
3233511		0.41	0.14	0.43	0.53	0.28	0.28	0.35	0.4	
22703645		0.55	0.4	0.39	0.51	0.62	0.33	0.29	0.32	
311777508		0.18	0.08	0.23	0.24	0.37	0.24	0.14	0.09	
1904362783		0.42	0.24	0.31	0.55	0.38	0.36	0.33	0.21	
522498774		0.29	0.14	0.37	0.14	0.36	0.36	0.21	0.18	
186646579		0.43	0.47	0.32	0.56	0.49	0.31	0.18	0.31	
20733972		0.44	0.31	0.28	0.34	0.45	0.46	0.25	0.41	
783050646866038784		0.41	0.14	0.28	0.21	0.41	0.15	0.11	0.29	
69391389		0.37	0.39	0.29	0.22	0.38	0.35	0.33	0.35	
3112345673		0.49	0.45	0.5	0.37	0.53	0.53	0.67	0.53	
184897616		0.42	0.26	0.38	0.32	0.55	0.37	0.19	0.32	
1864438328		0.46	0.39	0.56	0.38	0.5	0.41	0.16	0.49	
120965844		0.41	0.29	0.48	0.54	0.75	0.58	0.13	0.27	
45123759		0.44	0.25	0.69	0.29	0.22	0.24	0.35	0.46	
552153447		0.38	0.31	0.26	0.14	0.38	0.22	0.13	0.24	
3012968397		0.33	0.17	0.18	0.29	0.54	0.18	0.12	0.2	
785238787617988609		0.22	0.21	0.27	0.26	0.35	0.28	0.27	0.28	
473103932		0.22	0.05	0.31	0.07	0.42	0.2	0.03	0.19	
2300551194		0.56	0.23	0.6	0.34	0.35	0.28	0.34	0.54	
858703718		0.33	0.18	0.2	0.24	0.45	0.26	0.27	0.2	
17980523		0.4	0.49	0.44	0.35	0.24	0.27	0.14	0.43	
103316756		0.45	0.13	0.24	0.34	0.53	0.61	0.13	0.24	
2417586104		0.4	0.45	0.24	0.33	0.34	0.19	0.17	0.33	
2955091368		0.57	0.54	0.54	0.48	0.52	0.29	0.11	0.57	
201432865		0.22	0.05	0.26	0.31	0.46	0.26	0.11	0.13	
22407018		0.33	0.28	0.17	0.31	0.44	0.24	0.36	0.28	
1379288282		0.48	0.71	0.36	0.29	0.33	0.15	0.16	0.52	
18643437		0.4	0.3	0.44	0.3	0.31	0.15	0.24	0.27	
782278385812799488		0.43	0.35	0.42	0.45	0.44	0.35	0.05	0.3	
60618660		0.5	0.38	0.27	0.47	0.51	0.28	0.38	0.38	
157034798		0.4	0.29	0.19	0.47	0.43	0.29	0.22	0.33	
4129147770		0.17	0.17	0.21	0.18	0.38	0.14	0.11	0.24	
1904877506		0.14	0.18	0.27	0.3	0.11	0.15	0.14	0.19	
787016084587180032		0.41	0.51	0.38	0.75	0.62	0.73	0.32	0.31	
591041659		0.26	0.23	0.25	0.19	0.35	0.25	0.2	0.21	
584350121		0.32	0.23	0.34	0.53	0.37	0.33	0.38	0.28	
937839451		0.45	0.34	0.51	0.46	0.59	0.68	0.74	0.38	
1633043419		0.25	0.15	0.29	0.12	0.42	0.46	0.12	0.21	
530923847		0.53	0.63	0.45	0.62	0.46	0.43	0.39	0.57	
2173230106		0.17	0.08	0.38	0.17	0.33	0.22	0.35	0.22	
439470064		0.45	0.14	0.42	0.29	0.71	0.52	0.19	0.44	
158414847		0.38	0.17	0.45	0.35	0.71	0.36	0.24	0.36	
2898704970		0.41	0.47	0.793147133651	0.77	0.741111111111	0.78	0.65	0.3	
172032623		0.29	0.0	0.31	0.2	0.28	0.09	0.44	0.21	
408882844		0.35	0.15	0.25	0.42	0.42	0.35	0.19	0.24	
776140137637879808		0.28	0.1	0.28	0.11	0.39	0.21	0.12	0.33	
627762974		0.2	0.06	0.44	0.45	0.48	0.35	0.45	0.36	
428333		0.48	0.45	0.54	0.44	0.51	0.5	0.18	0.49	
3365144177		0.3	0.14	0.33	0.26	0.32	0.25	0.46	0.25	
85368735		0.37	0.51	0.15	0.27	0.34	0.21	0.07	0.27	
19380916		0.39	0.16	0.35	0.51	0.44	0.23	0.32	0.3	
18536597		0.31	0.24	0.34	0.15	0.46	0.363333333333	0.34	0.3	
2816931336		0.35	0.2	0.41	0.31	0.52	0.37	0.12	0.29	
15748766		0.25	0.15	0.16	0.63	0.51	0.32	0.24	0.23	
119550386		0.45	0.17	0.36	0.22	0.51	0.35	0.15	0.36	
759204125229912064		0.23	0.22	0.32	0.16	0.48	0.24	0.18	0.22	
521928012		0.17	0.06	0.22	0.21	0.23	0.16	0.11	0.15	
38664653		0.28	0.14	0.38	0.27	0.3	0.3175	0.22	0.26	
3385176093		0.34	0.31	0.31	0.19	0.35	0.31	0.17	0.28	
348667672		0.3	0.18	0.25	0.64	0.5	0.32	0.23	0.38	
233734001		0.23	0.11	0.27	0.09	0.22	0.46	0.46	0.25	
3178558838		0.36	0.22	0.32	0.35	0.61	0.44	0.5	0.27	
1125953346		0.37	0.15	0.21	0.38	0.45	0.42	0.14	0.23	
804406151957848065		0.36	0.11	0.36	0.15	0.45	0.33	0.14	0.29	
14744202		0.36	0.19	0.46	0.17	0.4	0.36	0.5	0.3	
3400009402		0.47	0.51	0.47	0.55	0.43	0.65	0.77	0.55	
789649216469479424		0.29	0.34	0.14	0.17	0.66	0.49	0.53	0.27	
343393456		0.26	0.2	0.52	0.48	0.52	0.74	0.47	0.31	
19118291		0.27	0.09	0.13	0.27	0.56	0.21	0.15	0.16	
621400341		0.41	0.51	0.2	0.22	0.39	0.22	0.31	0.27	
2154214074		0.56	0.39	0.793147133651	0.32	0.84	0.81	0.7	0.43	
702278767901806592		0.4	0.34	0.793147133651	0.52	0.846666666667	0.65	0.86	0.36	
529573545		0.49	0.08	0.35	0.26	0.52	0.24	0.17	0.32	
754286796201086976		0.34	0.32	0.26	0.41	0.49	0.37	0.24	0.38	
1859409636		0.44	0.4	0.37	0.38	0.42	0.43	0.26	0.36	
104874562		0.58	0.53	0.4	0.19	0.56	0.27	0.21	0.54	
1458612992		0.3	0.2	0.45	0.26	0.23	0.19	0.18	0.41	
561614650		0.45	0.04	0.31	0.32	0.64	0.34	0.14	0.29	
799542559		0.36	0.2	0.38	0.45	0.57	0.6	0.38	0.24	
738469772770168832		0.31	0.27	0.29	0.28	0.22	0.31	0.12	0.28	
819536957189607424		0.43	0.24	0.38	0.61	0.56	0.59	0.4	0.35	
779104195		0.4	0.28	0.57	0.22	0.66	0.36	0.37	0.46	
819517565101862912		0.45	0.17	0.793147133651	0.79545363494	0.99	0.7	0.79	0.24	
565112744		0.5	0.33	0.44	0.56	0.58	0.31	0.49	0.52	
5392522		0.57	0.58	0.49	0.47	0.41	0.31	0.33	0.54	
21146043		0.33	0.38	0.2	0.34	0.45	0.27	0.35	0.3	
742683142608310272		0.78	0.66	0.81	0.57	0.42	0.61	0.65	0.81	
23080067		0.25	0.16	0.29	0.11	0.44	0.37	0.17	0.19	
45914269		0.34	0.43	0.18	0.3	0.22	0.21	0.4	0.24	
16163639		0.35	0.3	0.48	0.25	0.35	0.1	0.29	0.37	
3312921522		0.28	0.09	0.16	0.25	0.5	0.32	0.13	0.21	
975200486		0.42	0.34	0.28	0.56	0.17	0.3	0.13	0.37	
474459576		0.28	0.05	0.41	0.39	0.41	0.21	0.06	0.3	
799754264272744448		0.32	0.32	0.37	0.54	0.34	0.1	0.31	0.25	
32394756		0.21	0.12	0.21	0.35	0.32	0.12	0.01	0.25	
764845383319158786		0.29	0.45	0.43	0.19	0.33	0.14	0.17	0.39	
15416505		0.44	0.25	0.47	0.19	0.49	0.45	0.32	0.34	
3222839432		0.39	0.59	0.27	0.49	0.34	0.43	0.53	0.47	
17727106		0.56	0.35	0.65	0.31	0.64	0.58	0.4	0.37	
110445334		0.47	0.22	0.33	0.25	0.28	0.38	0.35	0.35	
752065734956707840		0.39	0.5	0.29	0.24	0.49	0.38	0.69	0.42	
4870881870		0.3	0.24	0.31	0.24	0.43	0.21	0.16	0.17	
66019768		0.43	0.43	0.65	0.38	0.48	0.57	0.64	0.43	
15621026		0.37	0.43	0.12	0.77	0.78	0.85	0.54	0.41	
278297689		0.28	0.22	0.29	0.1	0.39	0.36	0.25	0.24	
259568690		0.33	0.1	0.3	0.18	0.35	0.33	0.12	0.21	
732579311857860609		0.3	0.12	0.47	0.2	0.42	0.42	0.23	0.23	
3081658941		0.34	0.5	0.35	0.24	0.27	0.28	0.09	0.42	
17800215		0.51	0.33	0.33	0.45	0.53	0.25	0.28	0.35	
4481114002		0.3	0.27	0.14	0.14	0.51	0.08	0.14	0.2	
3408036279		0.38	0.22	0.49	0.38	0.36	0.25	0.12	0.3	
763765398537900033		0.36	0.38	0.28	0.34	0.35	0.35	0.11	0.46	
782186200849231872		0.48	0.55	0.31	0.53	0.56	0.45	0.55	0.5	
552939237		0.42	0.29	0.46	0.37	0.47	0.39	0.17	0.3	
2828213584		0.4	0.3	0.43	0.36	0.58	0.36	0.12	0.44	
1548207565		0.45	0.36	0.34	0.39	0.51	0.27	0.32	0.31	
43132328		0.6	0.2	0.59	0.24	0.42	0.33	0.16	0.58	
15220768		0.54	0.22	0.42	0.33	0.27	0.21	0.14	0.4	
24925840		0.25	0.09	0.35	0.13	0.33	0.28	0.33	0.22	
56898928		0.36	0.09	0.2	0.27	0.51	0.22	0.23	0.15	
3884130733		0.27	0.17	0.36	0.38	0.45	0.36	0.34	0.35	
930556002		0.34	0.21	0.35	0.46	0.37	0.25	0.29	0.37	
462370197		0.33	0.09	0.33	0.26	0.44	0.32	0.19	0.24	
46275679		0.32	0.21	0.31	0.49	0.39	0.21	0.13	0.26	
772468329000960004		0.47	0.42	0.74	0.2	0.5	0.3	0.25	0.38	
21785215		0.34	0.45	0.27	0.18	0.15	0.18	0.2	0.31	
921463050		0.31	0.27	0.3	0.47	0.48	0.35	0.15	0.35	
1599562578		0.38	0.28	0.41	0.14	0.33	0.31	0.28	0.34	
104990272		0.47	0.43	0.49	0.15	0.38	0.34	0.17	0.39	
329231537		0.51	0.18	0.793147133651	0.33	0.86	0.9	0.59	0.23	
91712665		0.49	0.27	0.72	0.21	0.65	0.283333333333	0.66	0.39	
19432346		0.51	0.14	0.61	0.51	0.6	0.31	0.18	0.54	
782275352831860736		0.35	0.22	0.47	0.22	0.45	0.31	0.21	0.28	
69109806		0.42	0.23	0.48	0.48	0.63	0.68	0.76	0.48	
1529296482		0.37	0.29	0.19	0.38	0.436666666667	0.17	0.2	0.43	
376226841		0.21	0.05	0.2	0.31	0.32	0.23	0.26	0.16	
97517291		0.33	0.17	0.22	0.45	0.37	0.27	0.19	0.18	
44660804		0.21	0.17	0.37	0.2	0.29	0.4	0.58	0.19	
4851493023		0.43	0.37	0.44	0.33	0.3	0.31	0.43	0.45	
705223032139345920		0.47	0.31	0.47	0.16	0.35	0.44	0.22	0.39	
84011041		0.13	0.21	0.15	0.2	0.39	0.34	0.1	0.12	
77578572		0.19	0.03	0.32	0.21	0.23	0.15	0.22	0.31	
16989178		0.35	0.3	0.37	0.45	0.36	0.21	0.16	0.3	
628704394		0.37	0.26	0.33	0.41	0.43	0.4	0.21	0.25	
528056415		0.33	0.12	0.49	0.4	0.33	0.22	0.19	0.34	
702147673651027968		0.47	0.65	0.48	0.49	0.57	0.55	0.45	0.55	
35129976		0.39	0.13	0.46	0.5	0.37	0.38	0.1	0.35	
821928276641710081		0.3	0.11	0.25	0.17	0.38	0.35	0.45	0.22	
2751254297		0.55	0.42	0.44	0.59	0.41	0.35	0.43	0.41	
510609255		0.32	0.2	0.33	0.13	0.48	0.48	0.12	0.34	
75811600		0.42	0.1	0.32	0.39	0.65	0.63	0.33	0.26	
452471922		0.14	0.03	0.2	0.13	0.41	0.35	0.24	0.15	
20942763		0.26	0.07	0.3	0.46	0.39	0.26	0.23	0.27	
789944111654539264		0.22	0.43	0.41	0.1	0.44	0.59	0.27	0.25	
9616062		0.57	0.62	0.61	0.43	0.49	0.21	0.36	0.48	
756950883213148160		0.45	0.44	0.27	0.42	0.44	0.52	0.38	0.29	
15731368		0.43	0.35	0.43	0.49	0.5	0.26	0.34	0.38	
383523420		0.39	0.14	0.59	0.25	0.5	0.27	0.43	0.21	
37764422		0.5	0.27	0.34	0.51	0.54	0.52	0.15	0.37	
21002366		0.44	0.22	0.43	0.44	0.34	0.38	0.21	0.42	
2361224263		0.59	0.59	0.49	0.35	0.54	0.2	0.16	0.57	
23320177		0.44	0.4	0.42	0.15	0.49	0.47	0.21	0.44	
262695528		0.64	0.77	0.5	0.39	0.61	0.31	0.39	0.63	
239963656		0.3	0.16	0.11	0.26	0.34	0.21	0.47	0.24	
3242858430		0.28	0.06	0.39	0.36	0.49	0.32	0.38	0.26	
789745892		0.37	0.12	0.29	0.08	0.49	0.3	0.15	0.21	
800925944		0.23	0.04	0.23	0.29	0.27	0.26	0.13	0.2	
714966912237756416		0.34	0.12	0.25	0.31	0.44	0.1	0.11	0.32	
11324652		0.22	0.06	0.07	0.18	0.25	0.17	0.16	0.15	
237348797		0.36	0.28	0.31	0.5	0.45	0.31	0.38	0.51	
4578923921		0.42	0.23	0.2	0.5	0.61	0.2	0.15	0.27	
759224582003888128		0.34	0.19	0.2	0.48	0.4	0.32	0.24	0.27	
16321455		0.44	0.09	0.29	0.23	0.45	0.26	0.26	0.29	
2256975621		0.24	0.06	0.2	0.12	0.4	0.26	0.16	0.23	
350215876		0.32	0.01	0.46	0.24	0.44	0.47	0.2	0.25	
824328062		0.28	0.1	0.2	0.13	0.44	0.283333333333	0.31	0.15	
3013702086		0.5	0.23	0.24	0.34	0.54	0.29	0.09	0.3	
3959215155		0.32	0.33	0.39	0.42	0.51	0.36	0.46	0.26	
1390287613		0.29	0.25	0.52	0.16	0.31	0.31	0.45	0.23	
138141495		0.3	0.33	0.42	0.19	0.25	0.36	0.25	0.27	
2318719317		0.18	0.02	0.17	0.09	0.29	0.27	0.27	0.19	
2262620679		0.44	0.3	0.28	0.44	0.58	0.445	0.14	0.28	
176395807		0.16	0.05	0.06	0.1	0.33	0.32	0.32	0.11	
485345534		0.39	0.22	0.34	0.43	0.41	0.37	0.14	0.42	
281519746		0.23	0.02	0.24	0.24	0.32	0.19	0.06	0.22	
2718205451		0.31	0.4	0.15	0.27	0.4	0.11	0.43	0.22	
723193361817948160		0.44	0.41	0.41	0.56	0.35	0.36	0.64	0.52	
219365189		0.26	0.01	0.33	0.23	0.483333333333	0.35	0.22	0.15	
260294326		0.19	0.05	0.24	0.28	0.28	0.23	0.06	0.16	
217628644		0.33	0.07	0.14	0.28	0.49	0.39	0.06	0.17	
20732140		0.65	0.55	0.6	0.39	0.52	0.28	0.17	0.59	
785695919958134784		0.29	0.31	0.52	0.21	0.19	0.22	0.32	0.28	
740700655833079809		0.39	0.33	0.793147133651	0.32	0.74	0.85	0.755	0.41	
25593846		0.17	0.28	0.23	0.16	0.32	0.24	0.17	0.37	
23989856		0.23	0.13	0.32	0.12	0.35	0.36	0.1	0.13	
235798860		0.23	0.35	0.15	0.36	0.49	0.41	0.25	0.26	
2931232017		0.39	0.39	0.17	0.1	0.35	0.19	0.07	0.22	
17848133		0.42	0.42	0.21	0.21	0.4	0.18	0.21	0.33	
8795772		0.59	0.41	0.53	0.48	0.57	0.23	0.18	0.58	
9300262		0.52	0.16	0.59	0.36	0.64	0.29	0.23	0.43	
319905871		0.45	0.34	0.63	0.45	0.73	0.65	0.61	0.27	
2907551575		0.32	0.24	0.21	0.46	0.38	0.09	0.25	0.3	
234789656		0.48	0.48	0.27	0.46	0.47	0.3	0.04	0.35	
715717693714763777		0.4	0.57	0.49	0.53	0.54	0.65	0.46	0.54	
814122736008253440		0.68	0.88	0.793147133651	0.795958223544	0.92	0.74	0.926666666667	0.68	
617301201		0.24	0.2	0.33	0.41	0.48	0.25	0.21	0.29	
17968063		0.53	0.22	0.61	0.29	0.48	0.4275	0.24	0.56	
113430220		0.23	0.07	0.18	0.12	0.4	0.21	0.17	0.22	
1911713234		0.18	0.35	0.2	0.21	0.2	0.21	0.16	0.13	
794524384111136768		0.36	0.33	0.43	0.2	0.33	0.44	0.6	0.3	
395491775		0.27	0.27	0.28	0.23	0.59	0.39	0.31	0.22	
117304641		0.33	0.09	0.4	0.2	0.41	0.31	0.33	0.23	
4289460455		0.35	0.39	0.25	0.25	0.25	0.17	0.17	0.28	
2966390447		0.37	0.24	0.34	0.37	0.41	0.16	0.25	0.29	
15985455		0.49	0.13	0.51	0.51	0.45	0.59	0.31	0.45	
570816898		0.45	0.28	0.34	0.21	0.46	0.268333333333	0.26	0.33	
97989357		0.54	0.35	0.48	0.51	0.3	0.17	0.43	0.46	
767489782213701634		0.29	0.1	0.21	0.49	0.49	0.36	0.16	0.32	
4510755552		0.51	0.32	0.32	0.35	0.37	0.38	0.23	0.4	
1889854964		0.36	0.57	0.48	0.19	0.29	0.33	0.28	0.54	
954124423		0.41	0.6	0.36	0.61	0.43	0.22	0.13	0.44	
18124830		0.42	0.36	0.21	0.25	0.3	0.25	0.07	0.39	
753727262634246145		0.36	0.35	0.25	0.61	0.51	0.34	0.3	0.36	
41830267		0.31	0.24	0.18	0.59	0.48	0.32	0.34	0.32	
38495835		0.42	0.315490656146	0.53	0.68	0.42	0.54	0.56	0.29	
729309883741315074		0.25	0.26	0.23	0.18	0.52	0.48	0.34	0.3	
200555243		0.62	0.24	0.53	0.66	0.63	0.6	0.47	0.54	
24569396		0.31	0.27	0.23	0.24	0.54	0.22	0.07	0.25	
58899730		0.29	0.36	0.793147133651	0.4	0.84	0.76	0.91	0.24	
3674835372		0.44	0.29	0.35	0.44	0.53	0.37	0.3	0.47	
2755429755		0.33	0.24	0.21	0.54	0.38	0.56	0.34	0.23	
57054950		0.23	0.34	0.22	0.29	0.56	0.35	0.27	0.17	
30254642		0.36	0.35	0.4	0.36	0.44	0.45	0.31	0.23	
3421615450		0.46	0.44	0.48	0.51	0.4	0.5	0.4	0.4	
216776631		0.44	0.37	0.36	0.38	0.38	0.53	0.24	0.37	
891577944		0.15	0.08	0.21	0.13	0.21	0.44	0.35	0.08	
776605869987409921		0.34	0.06	0.28	0.19	0.48	0.36	0.06	0.22	
122189801		0.43	0.2	0.52	0.39	0.49	0.28	0.26	0.41	
4851007693		0.52	0.57	0.52	0.29	0.49	0.22	0.38	0.44	
257289052		0.24	0.05	0.28	0.15	0.38	0.05	0.06	0.27	
796598088634863617		0.19	0.34	0.13	0.32	0.39	0.37	0.2	0.21	
17163752		0.4	0.53	0.29	0.11	0.5	0.28	0.22	0.23	
713768020284301312		0.38	0.27	0.31	0.5	0.36	0.39	0.2	0.28	
2330994686		0.39	0.33	0.42	0.32	0.44	0.3	0.44	0.37	
3302313572		0.36	0.02	0.24	0.36	0.46	0.47	0.38	0.32	
50769180		0.39	0.32	0.28	0.19	0.47	0.2	0.18	0.32	
52658734		0.28	0.04	0.29	0.19	0.32	0.17	0.09	0.19	
796310267210723328		0.32	0.4	0.34	0.2	0.45	0.39	0.45	0.24	
1424613612		0.36	0.45	0.25	0.39	0.36	0.27	0.04	0.41	
2469848542		0.51	0.27	0.34	0.08	0.43	0.25	0.3	0.46	
56079107		0.27	0.16	0.23	0.23	0.34	0.14	0.16	0.19	
257976104		0.3	0.04	0.36	0.43	0.56	0.29	0.08	0.27	
58550415		0.46	0.44	0.39	0.54	0.48	0.53	0.57	0.56	
36194167		0.24	0.16	0.34	0.35	0.4	0.31	0.19	0.21	
798066001824849920		0.39	0.34	0.4	0.39	0.42	0.67	0.33	0.33	
2229626686		0.37	0.1	0.43	0.16	0.34	0.28	0.23	0.28	
12133382		0.52	0.48	0.4	0.49	0.5	0.41	0.23	0.63	
738708627389743107		0.36	0.11	0.46	0.22	0.32	0.23	0.33	0.27	
726685916090126336		0.4	0.14	0.56	0.13	0.45	0.45	0.2	0.25	
531659443		0.65	0.49	0.45	0.54	0.62	0.72	0.36	0.52	
471672239		0.39	0.29	0.31	0.35	0.41	0.33	0.13	0.36	
253138129		0.24	0.04	0.24	0.18	0.71	0.39	0.31	0.16	
210186050		0.37	0.15	0.44	0.31	0.64	0.54	0.845	0.36	
729022640313106432		0.38	0.3	0.34	0.25	0.52	0.29	0.14	0.41	
505394902		0.22	0.02	0.24	0.15	0.39	0.34	0.12	0.11	
52655516		0.29	0.16	0.34	0.24	0.48	0.49	0.32	0.17	
795413774811312128		0.42	0.1	0.33	0.32	0.63	0.33	0.06	0.3	
826587378		0.39	0.36	0.37	0.32	0.46	0.29	0.25	0.27	
759163746564669440		0.49	0.24	0.3	0.61	0.42	0.235	0.31	0.44	
3909746429		0.56	0.27	0.48	0.5	0.54	0.41	0.31	0.43	
111642101		0.59	0.72	0.56	0.13	0.35	0.4	0.06	0.58	
2337160702		0.35	0.26	0.52	0.4	0.38	0.48	0.52	0.36	
509797735		0.3	0.07	0.26	0.36	0.47	0.52	0.3	0.14	
1536791610		0.51	0.44	0.43	0.38	0.58	0.58	0.34	0.49	
1357135723		0.34	0.62	0.31	0.19	0.41	0.32	0.14	0.34	
2379430261		0.39	0.1	0.21	0.29	0.36	0.26	0.23	0.3	
3472785196		0.31	0.16	0.31	0.37	0.44	0.61	0.32	0.22	
10252962		0.44	0.33	0.34	0.4	0.43	0.21	0.19	0.25	
1450138278		0.25	0.12	0.22	0.39	0.37	0.18	0.08	0.36	
4252103834		0.23	0.09	0.45	0.28	0.28	0.4	0.54	0.22	
808113580637704193		0.27	0.14	0.25	0.25	0.46	0.18	0.19	0.24	
3981011358		0.29	0.09	0.1	0.09	0.37	0.35	0.16	0.15	
1007288292		0.38	0.27	0.23	0.29	0.31	0.26	0.13	0.31	
22368964		0.16	0.07	0.25	0.19	0.45	0.1	0.21	0.11	
719649555051102208		0.42	0.13	0.24	0.21	0.58	0.38	0.18	0.15	
25429371		0.39	0.35	0.28	0.48	0.41	0.4	0.42	0.28	
313750447		0.26	0.08	0.26	0.25	0.26	0.23	0.27	0.18	
758626026050228224		0.32	0.13	0.34	0.23	0.34	0.41	0.15	0.19	
506320602		0.35	0.26	0.27	0.38	0.35	0.38	0.29	0.24	
2597697199		0.36	0.31	0.29	0.36	0.36	0.39	0.38	0.39	
238304539		0.56	0.17	0.51	0.31	0.46	0.43	0.21	0.35	
4568989032		0.22	0.07	0.34	0.3	0.36	0.32	0.49	0.18	
714908382725996546		0.28	0.24	0.25	0.44	0.45	0.29	0.4	0.26	
188807646		0.38	0.61	0.3	0.42	0.4	0.37	0.3	0.49	
701581697679110145		0.44	0.22	0.34	0.33	0.46	0.29	0.22	0.34	
711215011046105088		0.48	0.36	0.78	0.28	0.71	0.9	0.46	0.44	
14791358		0.808571428571	0.783886357497	0.84	0.867224063638	0.68469047619	0.361346662576	0.787951843463	0.89	
39349894		0.47	0.46	0.26	0.51	0.51	0.4	0.23	0.31	
24529599		0.2	0.19	0.33	0.27	0.38	0.19	0.2	0.21	
632448453		0.44	0.29	0.28	0.57	0.48	0.41	0.51	0.37	
3331835352		0.59	0.58	0.37	0.52	0.49	0.27	0.42	0.45	
36054492		0.26	0.15	0.32	0.35	0.28	0.24	0.12	0.26	
75453517		0.27	0.07	0.38	0.14	0.48	0.25	0.24	0.18	
784763664075149312		0.39	0.45	0.58	0.13	0.44	0.33	0.32	0.4	
243371187		0.3	0.14	0.32	0.16	0.43	0.28	0.21	0.23	
4731588974		0.4	0.21	0.37	0.44	0.39	0.3	0.48	0.49	
330072048		0.34	0.16	0.42	0.15	0.24	0.33	0.29	0.25	
180042739		0.23	0.02	0.34	0.41	0.43	0.53	0.25	0.24	
23482952		0.52	0.3	0.55	0.34	0.55	0.54	0.37	0.4	
1355433163		0.42	0.14	0.37	0.23	0.54	0.24	0.16	0.32	
564910159		0.37	0.14	0.793147133651	0.37	0.81	0.93	0.7	0.13	
743181738801762308		0.46	0.44	0.5	0.53	0.32	0.33	0.2	0.48	
15703283		0.81	0.75	0.65	0.21	0.83	0.8	0.7	0.76	
77315028		0.43	0.44	0.46	0.51	0.32	0.28	0.25	0.4	
330373787		0.23	0.11	0.29	0.41	0.49	0.31	0.13	0.3	
64967531		0.16	0.11	0.22	0.14	0.36	0.23	0.2	0.15	
794750862279069696		0.23	0.1	0.3	0.15	0.33	0.35	0.12	0.18	
75405585		0.21	0.17	0.38	0.27	0.38	0.53	0.35	0.35	
524576435		0.2	0.15	0.5	0.18	0.25	0.45	0.28	0.23	
781228438413803520		0.35	0.38	0.26	0.67	0.83	0.86	0.85	0.45	
15537302		0.37	0.31	0.42	0.17	0.51	0.32	0.21	0.41	
152102546		0.35	0.01	0.22	0.11	0.47	0.39	0.12	0.19	
412690073		0.27	0.1	0.42	0.35	0.41	0.21	0.24	0.22	
1712386268		0.4	0.43	0.25	0.49	0.47	0.37	0.2	0.31	
458709872		0.43	0.21	0.42	0.39	0.57	0.28	0.22	0.41	
782790943267323904		0.32	0.37	0.36	0.24	0.51	0.46	0.56	0.29	
431243129		0.4	0.28	0.3	0.24	0.52	0.34	0.14	0.26	
4864171883		0.5	0.05	0.793147133651	0.23	0.7	0.83	0.87	0.4	
14145006		0.29	0.22	0.24	0.17	0.31	0.24	0.2	0.37	
1232124529		0.23	0.1	0.51	0.22	0.31	0.32	0.18	0.27	
229732637		0.41	0.17	0.17	0.5	0.61	0.26	0.1	0.27	
246873936		0.28	0.38	0.45	0.18	0.4	0.386666666667	0.27	0.25	
612400931		0.23	0.16	0.24	0.27	0.24	0.3	0.14	0.3	
729676086632656900		0.55	0.62	0.51	0.5	0.53	0.27	0.43	0.46	
816806669250269185		0.37	0.5	0.31	0.5	0.61	0.67	0.48	0.27	
1909349292		0.67	0.46	0.61	0.5	0.51	0.36	0.19	0.57	
3430472675		0.27	0.05	0.1	0.04	0.23	0.1	0.16	0.18	
798623595526230017		0.34	0.04	0.19	0.32	0.26	0.34	0.31	0.35	
2649173504		0.36	0.46	0.82	0.59	0.55	0.83	0.82	0.57	
614138502		0.41	0.33	0.38	0.54	0.47	0.4	0.42	0.38	
711266287		0.32	0.08	0.41	0.39	0.51	0.34	0.23	0.33	
42531027		0.61	0.22	0.69	0.52	0.46	0.28	0.21	0.52	
2199355288		0.23	0.01	0.29	0.33	0.35	0.17	0.18	0.28	
37841963		0.32	0.32	0.32	0.28	0.42	0.47	0.14	0.35	
785942977138917376		0.34	0.2	0.26	0.35	0.28	0.14	0.16	0.23	
54771958		0.22	0.17	0.34	0.21	0.57	0.23	0.2	0.13	
179245596		0.55	0.29	0.43	0.33	0.37	0.28	0.23	0.41	
3267790106		0.3	0.27	0.17	0.36	0.53	0.24	0.15	0.33	
14101544		0.15	0.18	0.3	0.28	0.15	0.26	0.27	0.26	
757521332		0.55	0.25	0.83	0.59	0.72	0.78	0.68	0.36	
746235225169006592		0.35	0.41	0.23	0.37	0.44	0.17	0.14	0.39	
26477112		0.31	0.36	0.26	0.29	0.46	0.34	0.24	0.24	
855532044		0.16	0.05	0.19	0.22	0.4	0.22	0.23	0.22	
99823810		0.2	0.04	0.2	0.15	0.34	0.16	0.1	0.12	
