Id	username	All	User	Friend	Network	Content	Sentiment	Temporal	LanguageAgnostic
1164705565		0.34	0.27	0.17	0.33	0.41	0.26	0.08	0.2	
491272386		0.34	0.04	0.43	0.08	0.63	0.48	0.51	0.31	
326839038		0.34	0.0	0.29	0.35	0.35	0.4	0.24	0.22	
592730371		0.4	0.37	0.43	0.45	0.19	0.3	0.28	0.46	
703104758765084674		0.41	0.29	0.5	0.28	0.43	0.42	0.47	0.3	
775298638348115968		0.24	0.14	0.19	0.23	0.38	0.26	0.19	0.2	
562349265		0.36	0.13	0.38	0.35	0.38	0.39	0.31	0.26	
25508228		0.26	0.24	0.92	0.41	0.5	0.65	0.69	0.16	
3030545658		0.39	0.22	0.31	0.46	0.46	0.16	0.36	0.37	
4834923616		0.34	0.19	0.31	0.38	0.48	0.16	0.25	0.33	
33978796		0.38	0.2	0.2	0.46	0.55	0.34	0.29	0.18	
213761225		0.38	0.39	0.21	0.25	0.38	0.35	0.08	0.21	
4906718786		0.51	0.44	0.32	0.61	0.53	0.21	0.29	0.32	
1840174130		0.31	0.42	0.29	0.23	0.36	0.31	0.27	0.39	
3509784732		0.38	0.29	0.29	0.13	0.44	0.28	0.18	0.3	
40924038		0.4	0.47	0.54	0.61	0.43	0.11	0.23	0.39	
2523016759		0.34	0.04	0.28	0.22	0.27	0.24	0.25	0.24	
4627890312		0.35	0.14	0.34	0.2	0.52	0.1	0.19	0.24	
709479371380097024		0.45	0.43	0.39	0.51	0.48	0.25	0.24	0.38	
2188423838		0.58	0.66	0.59	0.51	0.64	0.36	0.4	0.61	
73181712		0.46	0.39776744186	0.59	0.54	0.44	0.44	0.37	0.47	
3302522856		0.86	0.72	0.78	0.86	0.72	0.816666666667	0.73	0.71	
882784867		0.32	0.12	0.27	0.38	0.43	0.24	0.24	0.22	
275450877		0.25	0.22	0.25	0.37	0.42	0.33	0.43	0.37	
766273862		0.35	0.18	0.21	0.45	0.48	0.16	0.26	0.2	
733866462796877824		0.37	0.31	0.42	0.33	0.49	0.56	0.15	0.44	
856823485		0.58	0.66	0.793147133651	0.43	0.4	0.73	0.64	0.66	
262856460		0.42	0.23	0.5	0.33	0.19	0.27	0.26	0.44	
467012970		0.29	0.28	0.33	0.26	0.49	0.53	0.23	0.27	
784877239787589633		0.34	0.15	0.24	0.54	0.33	0.42	0.17	0.31	
2774594252		0.42	0.18	0.26	0.45	0.46	0.13	0.32	0.34	
2920659436		0.3	0.37	0.33	0.59	0.44	0.21	0.36	0.37	
705425662304247808		0.4	0.26	0.41	0.51	0.43	0.27	0.24	0.38	
385064598		0.39	0.39	0.41	0.24	0.28	0.38	0.3	0.29	
24688850		0.53	0.22	0.48	0.39	0.57	0.42	0.47	0.5	
1337808126		0.49	0.56	0.44	0.18	0.55	0.31	0.29	0.34	
733840794746900481		0.22	0.08	0.21	0.2	0.29	0.24	0.09	0.17	
30760896		0.28	0.19	0.52	0.32	0.54	0.44	0.16	0.28	
129037428		0.32	0.17	0.29	0.12	0.52	0.18	0.37	0.18	
22203756		0.55	0.32	0.46	0.44	0.45	0.49	0.24	0.43	
166254607		0.34	0.05	0.27	0.22	0.46	0.19	0.09	0.13	
251754138		0.5	0.31	0.59	0.22	0.52	0.34	0.24	0.47	
3202808548		0.51	0.4	0.51	0.39	0.58	0.54	0.56	0.43	
3914047581		0.67	0.44	0.59	0.52	0.51	0.36	0.35	0.45	
264376821		0.47	0.45	0.51	0.28	0.38	0.33	0.15	0.53	
13568282		0.27	0.14	0.45	0.24	0.31	0.1	0.23	0.28	
3137331		0.4	0.35	0.3	0.21	0.57	0.39	0.27	0.32	
2376638986		0.44	0.54	0.46	0.34	0.48	0.63	0.19	0.37	
2858724704		0.32	0.38	0.3	0.25	0.5	0.36	0.31	0.2	
102237770		0.25	0.03	0.17	0.21	0.19	0.19	0.09	0.15	
438741589		0.31	0.16	0.23	0.15	0.34	0.41	0.27	0.2	
803693995335487488		0.5	0.88	0.35	0.68	0.41	0.6	0.41	0.53	
66775406		0.3	0.11	0.33	0.34	0.49	0.34	0.11	0.19	
4660013206		0.6	0.56	0.54	0.36	0.42	0.33	0.42	0.47	
15712057		0.28	0.23	0.2	0.17	0.33	0.29	0.26	0.2	
299802277		0.41	0.24	0.47	0.35	0.36	0.22	0.25	0.36	
14576841		0.48	0.52	0.59	0.21	0.53	0.42	0.23	0.58	
3353553238		0.42	0.33	0.61	0.28	0.46	0.3	0.56	0.4	
49800332		0.48	0.53	0.45	0.39	0.41	0.34	0.36	0.57	
33659553		0.37	0.1	0.54	0.29	0.22	0.36	0.37	0.43	
25026363		0.26	0.15	0.22	0.43	0.41	0.39	0.11	0.09	
14173315		0.5	0.4	0.41	0.4	0.49	0.31	0.23	0.4	
151633598		0.52	0.47	0.6	0.53	0.43	0.43	0.33	0.6	
43834885		0.43	0.39	0.49	0.38	0.4	0.4	0.27	0.38	
733074254866976769		0.55	0.33	0.46	0.49	0.53	0.39	0.45	0.44	
1155757698		0.32	0.2	0.2	0.49	0.46	0.35	0.15	0.24	
898975153		0.31	0.11	0.38	0.29	0.45	0.43	0.25	0.18	
781707318295748608		0.67	0.43	0.45	0.33	0.33	0.42	0.08	0.44	
1367996418		0.27	0.15	0.1	0.14	0.48	0.23	0.25	0.21	
2241717492		0.39	0.31	0.27	0.54	0.47	0.31	0.35	0.25	
2387884148		0.78	0.7	0.64	0.658571428571	0.83	0.62	0.48	0.61	
793200858208931840		0.37	0.24	0.28	0.56	0.3	0.26	0.22	0.34	
3485382014		0.38	0.26	0.24	0.46	0.38	0.22	0.29	0.29	
74841347		0.31	0.46	0.22	0.16	0.2	0.23	0.29	0.29	
2734702156		0.35	0.18	0.32	0.47	0.39	0.48	0.26	0.23	
774641282899582976		0.56	0.59	0.54	0.36	0.57	0.49	0.73	0.37	
594565041		0.5	0.33	0.23	0.11	0.3	0.2	0.22	0.49	
33450656		0.29	0.39	0.35	0.26	0.25	0.21	0.41	0.33	
15846407		0.63	0.69	0.54	0.64	0.25	0.45	0.37	0.68	
710220129259409415		0.29	0.12	0.36	0.32	0.38	0.47	0.07	0.16	
3877226181		0.33	0.35	0.61	0.19	0.57	0.69	0.65	0.37	
821799509017640960		0.4	0.37	0.55	0.29	0.495	0.73	0.56	0.4	
218479755		0.28	0.06	0.2	0.25	0.43	0.41	0.22	0.13	
23727080		0.22	0.11	0.33	0.31	0.34	0.24	0.32	0.21	
21430553		0.21	0.12	0.27	0.45	0.27	0.21	0.08	0.23	
24516301		0.31	0.34	0.25	0.42	0.48	0.36	0.1	0.27	
331153137		0.31	0.36	0.34	0.49	0.54	0.4	0.59	0.39	
36349655		0.23	0.12	0.38	0.25	0.4	0.24	0.24	0.28	
210157320		0.62	0.68	0.61	0.18	0.34	0.36	0.18	0.59	
2898661221		0.28	0.04	0.3	0.23	0.31	0.31	0.17	0.26	
41634520		0.62	0.62	0.46	0.43	0.46	0.27	0.26	0.47	
2887434430		0.27	0.12	0.16	0.06	0.29	0.2	0.19	0.19	
772498983201550336		0.39	0.26	0.22	0.51	0.38	0.28	0.07	0.33	
3995778614		0.37	0.44	0.21	0.45	0.2	0.24	0.13	0.43	
761533655848222720		0.39	0.36	0.41	0.43	0.47	0.39	0.25	0.33	
1188145430		0.42	0.46	0.34	0.54	0.44	0.19	0.17	0.42	
506399081		0.26	0.06	0.45	0.19	0.38	0.376666666667	0.16	0.29	
915673998		0.29	0.07	0.24	0.34	0.38	0.46	0.08	0.15	
247530626		0.28	0.29	0.23	0.22	0.29	0.13	0.22	0.24	
320848710		0.35	0.19	0.21	0.19	0.25	0.42	0.12	0.22	
305877707		0.41	0.24	0.34	0.2	0.42	0.22	0.06	0.27	
2919009327		0.38	0.36	0.38	0.65	0.44	0.42	0.33	0.29	
808404453133058048		0.3	0.07	0.17	0.31	0.45	0.51	0.21	0.18	
1389464876		0.34	0.27	0.25	0.44	0.56	0.51	0.44	0.31	
534667698		0.32	0.11	0.43	0.46	0.52	0.37	0.27	0.27	
2188675351		0.3	0.24	0.34	0.25	0.37	0.09	0.05	0.27	
23176276		0.44	0.4	0.3	0.38	0.29	0.09	0.17	0.27	
79291680		0.28	0.25	0.33	0.39	0.563333333333	0.46	0.19	0.27	
19087651		0.39	0.31	0.19	0.34	0.45	0.28	0.12	0.32	
889171842		0.34	0.11	0.83	0.62	0.87	0.77	0.59	0.32	
19744645		0.23	0.17	0.38	0.16	0.4	0.34	0.36	0.16	
168531961		0.29	0.49	0.46	0.3	0.34	0.19	0.16	0.29	
4253867173		0.4	0.32	0.4	0.21	0.39	0.34	0.22	0.36	
11856892		0.39	0.43	0.32	0.46	0.38	0.28	0.23	0.36	
2299826742		0.48	0.44	0.27	0.27	0.42	0.25	0.17	0.26	
16155881		0.5	0.71	0.41	0.62	0.47	0.29	0.52	0.45	
43277789		0.4	0.62	0.26	0.47	0.35	0.33	0.28	0.49	
157551593		0.17	0.19	0.21	0.37	0.25	0.28	0.07	0.2	
788779842183585792		0.46	0.22	0.48	0.45	0.26	0.18	0.3	0.41	
3226766840		0.45	0.22	0.33	0.48	0.48	0.23	0.2	0.35	
249442064		0.43	0.32	0.35	0.42	0.41	0.37	0.05	0.32	
14448017		0.23	0.08	0.24	0.16	0.3	0.37	0.15	0.14	
3677742792		0.4	0.64	0.28	0.59	0.37	0.23	0.12	0.44	
279334833		0.2	0.05	0.16	0.4	0.49	0.25	0.2	0.18	
311511470		0.11	0.08	0.33	0.24	0.4	0.46	0.24	0.18	
1040035627		0.37	0.33	0.34	0.42	0.45	0.24	0.38	0.35	
20724439		0.64	0.46	0.66	0.31	0.71	0.77	0.66	0.61	
2097571		0.46	0.36	0.63	0.3	0.57	0.5	0.39	0.46	
823618903		0.48	0.57	0.41	0.43	0.57	0.48	0.41	0.54	
380503255		0.59	0.61	0.45	0.11	0.24	0.43	0.07	0.62	
19750159		0.32	0.25	0.29	0.34	0.34	0.17	0.27	0.31	
37095245		0.18	0.18	0.32	0.19	0.3	0.22	0.12	0.22	
16974310		0.56	0.35	0.66	0.41	0.39	0.265	0.06	0.59	
787240838250262528		0.31	0.19	0.37	0.28	0.38	0.27	0.24	0.29	
358440442		0.36	0.22	0.34	0.56	0.48	0.47	0.12	0.24	
27491396		0.34	0.17	0.23	0.33	0.37	0.26	0.16	0.24	
2480534597		0.24	0.1	0.19	0.4	0.26	0.17	0.11	0.2	
136300373		0.29	0.29	0.24	0.41	0.24	0.28	0.18	0.25	
17257950		0.23	0.21	0.3	0.23	0.39	0.11	0.37	0.14	
1642971589		0.44	0.65	0.32	0.16	0.4	0.49	0.13	0.34	
3167493495		0.32	0.11	0.27	0.39	0.47	0.36	0.36	0.36	
782444912448933888		0.33	0.16	0.35	0.28	0.46	0.26	0.29	0.27	
280543152		0.24	0.2	0.45	0.21	0.49	0.46	0.1	0.23	
2908170952		0.35	0.63	0.42	0.39	0.29	0.3	0.19	0.49	
96650660		0.27	0.21	0.793147133651	0.37	0.75	0.81	0.72	0.15	
1631841212		0.46	0.46	0.29	0.55	0.49	0.33	0.15	0.41	
23433605		0.68	0.4	0.63	0.51	0.46	0.3	0.39	0.51	
237471615		0.24	0.12	0.23	0.22	0.5	0.24	0.07	0.28	
1917731		0.63	0.25	0.63	0.51	0.55	0.57	0.43	0.47	
191811584		0.49	0.32	0.24	0.37	0.6	0.67	0.65	0.51	
4531597213		0.27	0.09	0.25	0.16	0.42	0.19	0.11	0.21	
718274256036106240		0.46	0.39	0.32	0.24	0.52	0.53	0.58	0.38	
36471436		0.72	0.66	0.73	0.46	0.43	0.16	0.41	0.73	
107733311		0.34	0.11	0.29	0.33	0.36	0.39	0.32	0.29	
1185482084		0.22	0.08	0.793147133651	0.23	0.82	0.78	0.67	0.25	
2373340329		0.33	0.16	0.52	0.16	0.37	0.26	0.62	0.19	
18382184		0.43	0.5	0.21	0.19	0.32	0.09	0.28	0.55	
3384010133		0.28	0.17	0.36	0.06	0.39	0.36	0.1	0.22	
2264348486		0.27	0.35	0.793147133651	0.7	0.71	0.69	0.75	0.32	
2458410882		0.59	0.2	0.67	0.46	0.56	0.29	0.36	0.44	
3997346243		0.32	0.21	0.17	0.46	0.4	0.37	0.27	0.24	
4007031856		0.41	0.36	0.55	0.51	0.45	0.19	0.43	0.37	
785270768456216576		0.42	0.34	0.4	0.53	0.27	0.266666666667	0.4	0.38	
2749640440		0.41	0.23	0.32	0.44	0.42	0.32	0.33	0.25	
729866734815993856		0.61	0.33	0.63	0.19	0.46	0.33	0.19	0.52	
51820424		0.38	0.15	0.39	0.33	0.53	0.56	0.51	0.26	
80617430		0.39	0.34	0.3	0.24	0.31	0.26	0.06	0.33	
1135993442		0.33	0.55	0.42	0.33	0.41	0.33	0.21	0.27	
3309169489		0.52	0.59	0.41	0.55	0.46	0.3	0.17	0.65	
3797043261		0.52	0.52	0.64	0.33	0.51	0.56	0.34	0.42	
114727423		0.77	0.58	0.57	0.4	0.85	0.43	0.49	0.72	
78714922		0.48	0.53	0.56	0.38	0.66	0.4	0.18	0.5	
969375810		0.38	0.24	0.2	0.46	0.41	0.28	0.5	0.33	
777882326734925824		0.27	0.29	0.18	0.39	0.38	0.25	0.33	0.17	
964958262		0.31	0.26	0.41	0.12	0.42	0.27	0.22	0.25	
96368753		0.4	0.08	0.35	0.32	0.39	0.37	0.29	0.27	
3015129113		0.31	0.11	0.26	0.34	0.36	0.28	0.24	0.4	
34643610		0.4	0.25	0.58	0.35	0.22	0.2	0.29	0.44	
710661901261221888		0.25	0.15	0.37	0.35	0.49	0.42	0.33	0.27	
343963304		0.26	0.02	0.25	0.17	0.39	0.07	0.17	0.18	
1097105120		0.34	0.28	0.24	0.3	0.45	0.23	0.2	0.19	
225265639		0.38	0.36	0.44	0.36	0.43	0.22	0.34	0.39	
733212700659093504		0.39	0.18	0.33	0.31	0.5	0.22	0.14	0.43	
2927103282		0.43	0.35	0.2	0.56	0.5	0.4	0.17	0.26	
2918854866		0.24	0.13	0.2	0.08	0.33	0.03	0.28	0.24	
2960772875		0.45	0.17	0.38	0.47	0.26	0.33	0.22	0.28	
3041545491		0.17	0.19	0.29	0.15	0.25	0.34	0.25	0.18	
15273001		0.56	0.69	0.48	0.45	0.396666666667	0.31	0.35	0.63	
796411352076066816		0.22	0.08	0.32	0.17	0.21	0.4	0.24	0.31	
322879013		0.52	0.62	0.4	0.51	0.45	0.41	0.47	0.55	
704456321345703937		0.39	0.17	0.42	0.23	0.52	0.52	0.11	0.19	
2475744915		0.42	0.61	0.48	0.47	0.42	0.39	0.13	0.47	
87772423		0.36	0.43	0.48	0.21	0.3	0.3	0.28	0.48	
727875272700248064		0.52	0.39	0.51	0.62	0.54	0.71	0.56	0.47	
146706066		0.34	0.13	0.29	0.45	0.37	0.2	0.35	0.44	
22771961		0.43	0.45	0.39	0.4	0.27	0.12	0.23	0.36	
1932204139		0.53	0.46	0.37	0.23	0.39	0.4	0.27	0.32	
312149882		0.52	0.57	0.32	0.24	0.64	0.25	0.16	0.45	
18256467		0.55	0.29	0.49	0.47	0.42	0.37	0.27	0.5	
1283670948		0.5	0.05	0.66	0.17	0.36	0.37	0.21	0.42	
4444519815		0.33	0.33	0.36	0.24	0.29	0.32	0.33	0.32	
3124986791		0.53	0.55	0.41	0.45	0.41	0.34	0.23	0.48	
1211552317		0.42	0.21	0.34	0.25	0.53	0.26	0.37	0.37	
2796958821		0.38	0.47	0.32	0.15	0.37	0.19	0.18	0.33	
119902357		0.34	0.19	0.33	0.31	0.52	0.29	0.33	0.34	
757616784		0.33	0.23	0.32	0.51	0.41	0.43	0.22	0.31	
531476360		0.5	0.46	0.44	0.34	0.4	0.26	0.35	0.49	
73290704		0.19	0.28	0.33	0.1	0.48	0.57	0.53	0.2	
394796986		0.27	0.08	0.31	0.41	0.47	0.29	0.17	0.21	
3309270416		0.32	0.25	0.33	0.22	0.54	0.47	0.39	0.2	
14606290		0.26	0.12	0.31	0.16	0.39	0.17	0.24	0.24	
52136185		0.4	0.33	0.24	0.44	0.54	0.16	0.22	0.37	
55248808		0.36	0.28	0.47	0.1	0.47	0.253333333333	0.13	0.27	
3430537311		0.43	0.39	0.29	0.24	0.52	0.52	0.43	0.34	
42410275		0.41	0.23	0.32	0.4	0.49	0.53	0.57	0.39	
47253057		0.4	0.39	0.28	0.33	0.44	0.19	0.21	0.31	
155728591		0.38	0.32	0.4	0.43	0.37	0.3	0.33	0.34	
320267399		0.5	0.42	0.62	0.43	0.48	0.39	0.25	0.57	
303557426		0.26	0.01	0.25	0.43	0.57	0.41	0.2	0.13	
310318460		0.31	0.15	0.51	0.18	0.35	0.29	0.37	0.25	
23232204		0.36	0.34	0.35	0.29	0.43	0.14	0.13	0.33	
46315077		0.36	0.44	0.2	0.32	0.34	0.15	0.48	0.42	
254117355		0.29	0.33	0.35	0.45	0.45	0.31	0.3	0.23	
751188566646992897		0.46	0.39	0.35	0.16	0.36	0.19	0.24	0.43	
2461538374		0.39	0.31	0.32	0.42	0.48	0.56	0.16	0.3	
168667405		0.43	0.14	0.33	0.44	0.4	0.45	0.48	0.31	
161197094		0.24	0.05	0.25	0.28	0.43	0.46	0.18	0.16	
2253532303		0.43	0.22	0.5	0.2	0.49	0.31	0.26	0.27	
243799119		0.33	0.23	0.54	0.2	0.38	0.45	0.28	0.35	
111556423		0.5	0.28	0.55	0.42	0.7	0.5	0.25	0.44	
17605064		0.55	0.33	0.49	0.47	0.5	0.61	0.18	0.42	
381419034		0.31	0.15	0.23	0.18	0.44	0.24	0.18	0.17	
712634960281223168		0.54	0.52	0.49	0.3	0.57	0.42	0.75	0.39	
2362802930		0.34	0.22	0.22	0.23	0.4	0.28	0.16	0.32	
48828637		0.49	0.3	0.46	0.33	0.5	0.53	0.33	0.51	
2235033216		0.24	0.05	0.08	0.35	0.49	0.27	0.21	0.12	
19378287		0.31	0.4	0.34	0.26	0.4	0.27	0.23	0.38	
719391704		0.3	0.27	0.28	0.36	0.43	0.26	0.45	0.3	
282695161		0.58	0.54	0.43	0.64	0.52	0.43	0.23	0.45	
796198687882039296		0.26	0.24	0.35	0.07	0.18	0.44	0.45	0.21	
15691612		0.21	0.07	0.25	0.32	0.18	0.38	0.07	0.11	
18005085		0.4	0.29	0.37	0.37	0.37	0.11	0.14	0.29	
913212678		0.48	0.23	0.15	0.31	0.59	0.56	0.08	0.24	
436303189		0.31	0.13	0.4	0.34	0.43	0.25	0.13	0.32	
4385782960		0.44	0.32	0.29	0.23	0.45	0.25	0.38	0.28	
1355929668		0.36	0.32	0.24	0.42	0.39	0.48	0.53	0.36	
928618363		0.43	0.45	0.37	0.58	0.44	0.18	0.53	0.44	
4315617796		0.43	0.23	0.28	0.6	0.42	0.320833333333	0.29	0.36	
3170692550		0.47	0.44	0.58	0.61	0.48	0.44	0.38	0.38	
14344823		0.65	0.67	0.61	0.51	0.5	0.34	0.36	0.73	
137838706		0.33	0.28	0.27	0.55	0.53	0.82	0.69	0.31	
1557888104		0.43	0.72	0.48	0.44	0.37	0.55	0.28	0.52	
3205709075		0.23	0.06	0.41	0.22	0.35	0.37	0.36	0.31	
19953165		0.46	0.38	0.56	0.756666666667	0.71	0.64	0.6	0.27	
89258328		0.38	0.07	0.26	0.43	0.44	0.36	0.17	0.17	
3028974489		0.3	0.24	0.41	0.28	0.27	0.35	0.46	0.32	
524609349		0.58	0.35	0.62	0.13	0.25	0.42	0.15	0.53	
2490933968		0.45	0.34	0.23	0.13	0.41	0.27	0.21	0.38	
3003883030		0.33	0.15	0.26	0.38	0.39	0.24	0.05	0.25	
976048075		0.36	0.29	0.35	0.1	0.44	0.38	0.07	0.39	
1524857611		0.6	0.53	0.61	0.49	0.51	0.42	0.51	0.51	
46746326		0.19	0.06	0.22	0.16	0.34	0.36	0.33	0.11	
31990747		0.15	0.24	0.25	0.23	0.42	0.4	0.23	0.17	
325702746		0.4	0.12	0.29	0.36	0.39	0.32	0.54	0.26	
55686855		0.28	0.41	0.41	0.34	0.47	0.33	0.35	0.37	
3223152697		0.27	0.25	0.41	0.26	0.49	0.42	0.23	0.34	
3232977036		0.36	0.33	0.25	0.43	0.47	0.14	0.21	0.3	
753577777257820160		0.35	0.34	0.74	0.886011141636	0.41	0.67	0.65	0.52	
26447410		0.39	0.36	0.26	0.38	0.43	0.38	0.31	0.29	
2620187280		0.48	0.54	0.41	0.27	0.45	0.4	0.23	0.49	
100363260		0.26	0.17	0.3	0.3	0.35	0.49	0.41	0.17	
4001155055		0.26	0.46	0.25	0.13	0.79	0.33	0.43	0.3	
40407057		0.46	0.533333333333	0.53	0.44	0.4	0.63	0.45	0.53	
714162987431538692		0.36	0.57	0.42	0.42	0.44	0.14	0.21	0.32	
742749379623165955		0.37	0.52	0.33	0.34	0.38	0.13	0.1	0.38	
24545546		0.46	0.32	0.45	0.21	0.41	0.28	0.23	0.38	
3013299916		0.3	0.17	0.34	0.22	0.31	0.37	0.41	0.24	
457984599		0.4	0.38	0.43	0.45	0.29	0.3	0.19	0.38	
19348078		0.31	0.1	0.24	0.2	0.31	0.35	0.21	0.21	
15466017		0.35	0.28	0.49	0.04	0.44	0.49	0.06	0.37	
55285804		0.21	0.21	0.34	0.28	0.4	0.36	0.27	0.28	
531211626		0.17	0.04	0.41	0.22	0.27	0.39	0.3	0.23	
421344061		0.46	0.23	0.4	0.55	0.4	0.27	0.33	0.45	
116316207		0.37	0.17	0.39	0.53	0.5	0.21	0.09	0.28	
18324068		0.32	0.37	0.28	0.5	0.5	0.35	0.19	0.26	
2402275670		0.31	0.31	0.793147133651	0.53	0.76	0.82	0.65	0.29	
1678939038		0.34	0.25	0.39	0.22	0.53	0.29	0.13	0.27	
801877229315756032		0.29	0.23	0.38	0.29	0.18	0.28	0.27	0.35	
3112276063		0.2	0.07	0.24	0.1	0.32	0.21	0.08	0.19	
136080402		0.4	0.14	0.27	0.18	0.47	0.27	0.22	0.21	
195849233		0.68	0.41	0.59	0.15	0.45	0.22	0.21	0.56	
798744123385806849		0.2	0.09	0.45	0.33	0.29	0.26	0.42	0.12	
620571475		0.36	0.34	0.41	0.44	0.41	0.43	0.29	0.45	
2793210591		0.65	0.47	0.59	0.51	0.75	0.76	0.28	0.45	
704041886089084928		0.38	0.44	0.29	0.39	0.37	0.19	0.35	0.39	
120185934		0.46	0.23	0.74	0.3	0.63	0.63	0.58	0.34	
15764644		0.46	0.21	0.5	0.34	0.55	0.37	0.06	0.41	
2175218486		0.41	0.5	0.28	0.37	0.52	0.47	0.27	0.32	
1209181404		0.45	0.34	0.49	0.36	0.5	0.21	0.21	0.42	
16623514		0.27	0.11	0.4	0.25	0.37	0.34	0.08	0.35	
2247787315		0.36	0.24	0.41	0.35	0.36	0.17	0.3	0.43	
2783573437		0.34	0.15	0.35	0.27	0.43	0.36	0.36	0.34	
725837046		0.33	0.21	0.26	0.23	0.53	0.37	0.15	0.27	
15749227		0.45	0.07	0.43	0.4	0.54	0.47	0.25	0.29	
1345006837		0.46	0.53	0.41	0.41	0.47	0.41	0.49	0.39	
223970563		0.49	0.47	0.37	0.53	0.41	0.26	0.2	0.33	
134240162		0.48	0.66	0.21	0.52	0.49	0.2	0.25	0.39	
2467791		0.51	0.4	0.53	0.5	0.48	0.47	0.3	0.44	
634515489		0.11	0.07	0.15	0.22	0.34	0.19	0.36	0.08	
2547283860		0.24	0.07	0.26	0.33	0.42	0.42	0.15	0.19	
804883120193466368		0.65	0.61	0.47	0.42	0.55	0.47	0.4	0.51	
17629860		0.71	0.53	0.65	0.46	0.56	0.35	0.43	0.65	
139187924		0.2	0.13	0.14	0.15	0.23	0.17	0.23	0.16	
301672091		0.37	0.21	0.36	0.17	0.42	0.21	0.19	0.21	
874662385		0.36	0.32	0.25	0.27	0.54	0.32	0.18	0.25	
23355352		0.32	0.19	0.36	0.27	0.61	0.22	0.12	0.27	
796481965704802305		0.68	0.783886357497	0.65	0.797621863222	0.7	0.64	0.787951843463	0.72	
375602531		0.22	0.11	0.22	0.26	0.32	0.24	0.07	0.2	
428290762		0.39	0.16	0.19	0.47	0.3	0.33	0.16	0.31	
776188020835905536		0.3	0.2	0.28	0.51	0.4	0.25	0.08	0.33	
711369647598141440		0.4	0.4	0.34	0.47	0.51	0.4	0.28	0.45	
33745193		0.23	0.12	0.29	0.11	0.22	0.29	0.21	0.2	
237845487		0.59	0.43	0.62	0.26	0.14	0.15	0.29	0.47	
711708284827406336		0.26	0.09	0.37	0.33	0.4	0.27	0.49	0.26	
4928667707		0.45	0.46	0.793147133651	0.18	0.84	0.874166666667	0.69	0.27	
3031280176		0.32	0.04	0.17	0.15	0.38	0.31	0.23	0.25	
253681573		0.13	0.12	0.08	0.35	0.27	0.47	0.11	0.08	
4049625075		0.34	0.53	0.33	0.37	0.49	0.61	0.57	0.3	
65812029		0.54	0.41	0.49	0.43	0.44	0.36	0.29	0.48	
3882227718		0.37	0.23	0.41	0.34	0.36	0.38	0.25	0.31	
558360059		0.33	0.57	0.15	0.26	0.29	0.19	0.28	0.38	
1267948406		0.34	0.25	0.19	0.36	0.48	0.16	0.23	0.26	
790212813700657152		0.22	0.14	0.26	0.14	0.31	0.23	0.1	0.21	
86129724		0.35	0.3	0.32	0.4	0.39	0.17	0.14	0.22	
731873491755126785		0.36	0.12	0.31	0.17	0.4	0.32	0.32	0.21	
531407167		0.2	0.04	0.38	0.23	0.3	0.34	0.5	0.18	
1734086719		0.35	0.3	0.28	0.44	0.42	0.27	0.06	0.37	
3497865853		0.46	0.49	0.64	0.5	0.53	0.53	0.4	0.47	
726484313672392704		0.28	0.45	0.1	0.21	0.65	0.36	0.45	0.18	
1260890918		0.29	0.07	0.23	0.16	0.47	0.35	0.17	0.13	
44135635		0.43	0.49	0.46	0.64	0.38	0.32	0.08	0.51	
700476702040788993		0.25	0.12	0.13	0.25	0.36	0.22	0.16	0.16	
2916106687		0.62	0.44	0.53	0.56	0.63	0.75	0.72	0.48	
792709261759512576		0.34	0.24	0.37	0.35	0.34	0.4	0.35	0.16	
89949423		0.56	0.14	0.64	0.18	0.37	0.3	0.09	0.48	
797250295122235393		0.39	0.26	0.17	0.52	0.47	0.4	0.33	0.24	
212569651		0.32	0.04	0.54	0.39	0.32	0.39	0.44	0.38	
2151584808		0.41	0.39	0.21	0.32	0.62	0.34	0.23	0.23	
3197771592		0.57	0.55	0.52	0.23	0.5	0.26	0.22	0.46	
326849708		0.37	0.39	0.19	0.5	0.51	0.18	0.23	0.34	
22789952		0.62	0.783886357497	0.62	0.688	0.69	0.55	0.49	0.58	
51098842		0.36	0.22	0.34	0.41	0.54	0.26	0.22	0.24	
247432690		0.44	0.27	0.6	0.18	0.46	0.5	0.21	0.47	
33170847		0.63	0.54	0.54	0.48	0.57	0.32	0.1	0.45	
532438266		0.26	0.05	0.34	0.22	0.47	0.3	0.17	0.24	
41849649		0.48	0.13	0.3	0.18	0.38	0.32	0.19	0.25	
1020058453		0.49	0.47	0.53	0.33	0.49	0.21	0.22	0.46	
483133119		0.55	0.36	0.47	0.1	0.46	0.32	0.11	0.4	
3308946410		0.34	0.23	0.21	0.47	0.37	0.34	0.29	0.25	
14412533		0.53	0.48	0.33	0.28	0.22	0.28	0.21	0.41	
2262535247		0.25	0.35	0.21	0.27	0.36	0.3	0.09	0.22	
20312809		0.33	0.08	0.21	0.24	0.44	0.19	0.12	0.13	
734916566882521088		0.39	0.28	0.27	0.27	0.47	0.24	0.19	0.25	
1643519804		0.32	0.49	0.46	0.39	0.16	0.26	0.34	0.45	
2557313107		0.2	0.08	0.16	0.13	0.35	0.3	0.19	0.16	
1612001484		0.4	0.22	0.24	0.42	0.53	0.31	0.1	0.24	
15069354		0.39	0.35	0.26	0.17	0.47	0.314	0.15	0.34	
19997235		0.23	0.14	0.27	0.24	0.42	0.43	0.21	0.18	
