userID	username	All	User	Friend	Network	Content	Sentiment	Temporal	LanguageAgnostic
923354220		0.46	0.34	0.45	0.4	0.71	0.64	0.65	0.49	
731608385645318144		0.44	0.41	0.35	0.47	0.42	0.23	0.24	0.42	
301118447		0.4	0.68	0.6	0.48	0.44	0.65	0.6	0.47	
4877444500		0.35	0.28	0.23	0.3	0.29	0.25	0.34	0.26	
554140677		0.38	0.34	0.3	0.33	0.37	0.36	0.33	0.41	
730820197939093504		0.25	0.17	0.32	0.12	0.26	0.27	0.08	0.21	
323573448		0.31	0.13	0.4	0.36	0.32	0.18	0.23	0.39	
908546028		0.32	0.19	0.35	0.43	0.17	0.19	0.06	0.21	
616466701		0.23	0.07	0.05	0.32	0.42	0.42	0.23	0.12	
1013330785		0.38	0.25	0.33	0.54	0.48	0.43	0.33	0.28	
3134472066		0.34	0.23	0.34	0.19	0.47	0.24	0.1	0.18	
795062177715650560		0.42	0.29	0.25	0.32	0.55	0.34	0.47	0.32	
743974448529715201		0.46	0.44	0.54	0.36	0.52	0.5	0.68	0.45	
2905171509		0.31	0.34	0.36	0.44	0.3	0.32	0.11	0.35	
246676814		0.59	0.47	0.44	0.3	0.36	0.28	0.24	0.62	
733470266383294466		0.27	0.24	0.38	0.2	0.23	0.37	0.38	0.19	
2162925782		0.27	0.13	0.21	0.23	0.21	0.4	0.12	0.31	
572265354		0.55	0.53	0.31	0.37	0.51	0.43	0.47	0.46	
2511288156		0.48	0.15	0.11	0.23	0.48	0.19	0.3	0.27	
75071173		0.17	0.04	0.07	0.22	0.45	0.22	0.16	0.09	
38578484		0.33	0.2	0.29	0.67	0.48	0.38	0.3	0.33	
381489867		0.21	0.12	0.46	0.13	0.34	0.32	0.23	0.21	
152946064		0.44	0.49	0.12	0.35	0.35	0.24	0.17	0.32	
771192570386886656		0.27	0.08	0.45	0.22	0.43	0.4	0.24	0.28	
211582180		0.19	0.06	0.45	0.27	0.43	0.26	0.36	0.26	
705406717308174336		0.23	0.3	0.28	0.28	0.32	0.36	0.43	0.27	
1446308850		0.35	0.15	0.36	0.41	0.45	0.32	0.44	0.35	
793364808917737472		0.22	0.17	0.22	0.08	0.23	0.07	0.08	0.18	
24157897		0.37	0.26	0.36	0.09	0.44	0.42	0.56	0.41	
5980172		0.45	0.27	0.39	0.29	0.51	0.51	0.71	0.3	
2241671448		0.39	0.17	0.34	0.33	0.66	0.29	0.29	0.37	
950866213		0.29	0.22	0.11	0.35	0.19	0.3	0.19	0.26	
786395628326703104		0.31	0.09	0.17	0.21	0.38	0.37	0.14	0.29	
567774090		0.4	0.19	0.36	0.43	0.49	0.34	0.44	0.3	
3372178235		0.42	0.31	0.32	0.44	0.46	0.21	0.32	0.34	
9349562		0.31	0.29	0.22	0.22	0.34	0.43	0.15	0.36	
493224156		0.32	0.2	0.32	0.25	0.37	0.34	0.18	0.34	
2386053847		0.47	0.47	0.51	0.32	0.41	0.19	0.39	0.38	
2859702526		0.58	0.59	0.61	0.42	0.31	0.18	0.42	0.56	
45088970		0.54	0.35	0.47	0.41	0.55	0.43	0.47	0.42	
17728675		0.3	0.33	0.29	0.57	0.4	0.45	0.43	0.25	
54713427		0.24	0.43	0.36	0.3	0.46	0.24	0.29	0.4	
2902626029		0.34	0.19	0.43	0.33	0.45	0.37	0.16	0.35	
860584166		0.31	0.13	0.17	0.31	0.47	0.24	0.35	0.29	
2323002990		0.37	0.24	0.38	0.23	0.38	0.21	0.04	0.3	
755171082097786880		0.29	0.34	0.41	0.27	0.33	0.57	0.36	0.27	
4302047181		0.39	0.06	0.2	0.4	0.43	0.48	0.3	0.29	
448323541		0.34	0.27	0.3	0.58	0.55	0.25	0.38	0.31	
4505583393		0.5	0.25	0.68	0.14	0.31	0.19	0.11	0.51	
353454766		0.34	0.17	0.37	0.22	0.41	0.3	0.17	0.25	
2734496022		0.31	0.18	0.4	0.48	0.46	0.76	0.33	0.35	
479561466		0.3	0.16	0.27	0.16	0.53	0.38	0.2	0.15	
4766281718		0.46	0.55	0.43	0.26	0.61	0.47	0.5	0.34	
53098426		0.47	0.39	0.64	0.42	0.49	0.56	0.25	0.39	
3949371634		0.35	0.06	0.26	0.13	0.58	0.41	0.25	0.23	
314157950		0.6	0.34	0.48	0.51	0.49	0.48	0.4	0.46	
4827369582		0.32	0.27	0.36	0.27	0.51	0.45	0.34	0.34	
2477520062		0.31	0.14	0.28	0.3	0.33	0.28	0.38	0.15	
4700333892		0.3	0.23	0.24	0.45	0.42	0.27	0.12	0.28	
494111781		0.49	0.07	0.29	0.31	0.41	0.46	0.23	0.33	
622969430		0.37	0.63	0.21	0.32	0.34	0.08	0.17	0.29	
497323558		0.4	0.2	0.49	0.43	0.45	0.54	0.43	0.41	
2922889499		0.31	0.22	0.55	0.2	0.47	0.17	0.24	0.33	
1270365588		0.31	0.22	0.06	0.35	0.33	0.39	0.42	0.2	
317284206		0.56	0.64	0.34	0.45	0.56	0.41	0.59	0.37	
3407336476		0.47	0.61	0.58	0.24	0.48	0.45	0.79	0.33	
312213753		0.15	0.09	0.16	0.32	0.36	0.33	0.11	0.17	
711309436858589189		0.52	0.61	0.6	0.44	0.54	0.49	0.54	0.59	
706541040556220416		0.35	0.41	0.47	0.47	0.45	0.58	0.3	0.4	
457181638		0.39	0.3	0.41	0.38	0.39	0.44	0.33	0.33	
64912564		0.32	0.25	0.37	0.22	0.37	0.38	0.36	0.36	
45053698		0.11	0.07	0.09	0.08	0.21	0.2	0.19	0.08	
2528186978		0.48	0.34	0.48	0.2	0.4	0.39	0.23	0.41	
2929026104		0.36	0.27	0.32	0.33	0.4	0.36	0.4	0.24	
864516210		0.38	0.18	0.33	0.58	0.36	0.29	0.22	0.33	
2197915761		0.45	0.52	0.37	0.24	0.44	0.68	0.52	0.35	
753454613953556484		0.33	0.23	0.22	0.35	0.41	0.39	0.19	0.22	
4908519872		0.43	0.36	0.39	0.25	0.42	0.45	0.54	0.43	
727146594357919744		0.45	0.42	0.34	0.56	0.47	0.5	0.32	0.24	
36289615		0.24	0.08	0.31	0.1	0.35	0.26	0.3	0.25	
734916566882521088		0.39	0.3	0.26	0.3	0.45	0.27	0.16	0.32	
15315465		0.43	0.28	0.23	0.38	0.47	0.41	0.25	0.34	
4251850093		0.4	0.22	0.26	0.48	0.41	0.29	0.42	0.36	
176596263		0.47	0.13	0.39	0.45	0.47	0.46	0.24	0.33	
18184729		0.43	0.34	0.4	0.13	0.38	0.3	0.4	0.38	
3097543386		0.44	0.25	0.65	0.41	0.44	0.17	0.32	0.55	
121521978		0.43	0.15	0.24	0.52	0.51	0.24	0.27	0.2	
780438816834277376		0.32	0.64	0.43	0.33	0.35	0.35	0.36	0.4	
733838438		0.54	0.34	0.45	0.5	0.57	0.34	0.25	0.5	
702231408388022272		0.28	0.28	0.21	0.13	0.21	0.36	0.26	0.15	
700869198000496641		0.4	0.23	0.32	0.42	0.41	0.53	0.12	0.24	
779563097237303296		0.35	0.23	0.38	0.5	0.4	0.31	0.34	0.31	
3314529347		0.4	0.41	0.35	0.2	0.44	0.14	0.29	0.44	
878439888		0.34	0.42	0.33	0.26	0.2	0.08	0.13	0.34	
2952918416		0.33	0.21	0.3	0.31	0.49	0.33	0.47	0.3	
756335027538038784		0.44	0.3	0.32	0.26	0.48	0.36	0.25	0.26	
759355546877198336		0.5	0.48	0.56	0.51	0.53	0.59	0.64	0.36	
2596671277		0.41	0.2	0.36	0.52	0.35	0.35	0.33	0.34	
702978062212796418		0.23	0.09	0.08	0.27	0.38	0.34	0.22	0.28	
776565331007381505		0.34	0.28	0.21	0.28	0.38	0.44	0.49	0.17	
2984315612		0.33	0.18	0.16	0.29	0.38	0.27	0.2	0.26	
862192382		0.41	0.25	0.49	0.23	0.5	0.62	0.41	0.32	
2588321996		0.4	0.19	0.3	0.31	0.55	0.14	0.12	0.27	
22363638		0.22	0.08	0.06	0.14	0.13	0.19	0.16	0.08	
329189433		0.4	0.19	0.39	0.52	0.45	0.51	0.57	0.48	
126431981		0.6	0.45	0.7	0.41	0.52	0.44	0.28	0.58	
4459753935		0.53	0.47	0.58	0.46	0.56	0.43	0.53	0.47	
739994344774475776		0.24	0.15	0.28	0.4	0.41	0.36	0.54	0.29	
2833257757		0.37	0.14	0.34	0.43	0.34	0.3	0.09	0.23	
518032499		0.32	0.16	0.38	0.34	0.43	0.26	0.26	0.3	
3167493495		0.37	0.15	0.28	0.31	0.51	0.43	0.24	0.26	
259935332		0.25	0.24	0.34	0.32	0.37	0.49	0.68	0.4	
557468072		0.44	0.51	0.34	0.48	0.46	0.24	0.45	0.33	
195355640		0.39	0.29	0.44	0.52	0.56	0.49	0.69	0.36	
103605264		0.27	0.2	0.44	0.44	0.46	0.344	0.23	0.29	
758353695331356672		0.59	0.43	0.51	0.41	0.44	0.34	0.23	0.48	
2263590002		0.39	0.29	0.25	0.21	0.36	0.18	0.13	0.29	
4692175110		0.56	0.26	0.58	0.47	0.76	0.7	0.43	0.25	
3344644287		0.48	0.06	0.12	0.23	0.410833333333	0.25	0.2	0.43	
46870471		0.35	0.37	0.49	0.45	0.47	0.34	0.62	0.35	
408621173		0.25	0.21	0.22	0.22	0.39	0.2	0.23	0.22	
1359328298		0.28	0.24	0.27	0.41	0.33	0.32	0.25	0.22	
251428031		0.31	0.07	0.28	0.56	0.46	0.24	0.11	0.27	
310265421		0.37	0.15	0.16	0.39	0.41	0.48	0.13	0.17	
489259203		0.34	0.08	0.38	0.24	0.46	0.26	0.2	0.35	
2216238379		0.32	0.25	0.37	0.3	0.44	0.52	0.56	0.39	
1423825207		0.73	0.88	0.58	0.1	0.47	0.31	0.51	0.66	
3953389639		0.26	0.02	0.31	0.43	0.34	0.32	0.27	0.45	
1027404487		0.5	0.2	0.5	0.24	0.55	0.4	0.58	0.49	
3383695107		0.36	0.19	0.21	0.43	0.42	0.33	0.55	0.22	
764517032557735936		0.31	0.38	0.28	0.6	0.48	0.3	0.26	0.36	
98829263		0.29	0.24	0.34	0.33	0.35	0.5	0.49	0.32	
710866401960042497		0.37	0.14	0.34	0.3	0.52	0.42	0.03	0.3	
715331991244242944		0.45	0.55	0.51	0.21	0.58	0.42	0.63	0.34	
1394294108		0.25	0.23	0.23	0.1	0.43	0.28	0.39	0.16	
582414063		0.58	0.19	0.52	0.24	0.42	0.29	0.54	0.49	
1080478009		0.51	0.37	0.38	0.33	0.41	0.67	0.47	0.37	
2450197100		0.36	0.26	0.45	0.35	0.37	0.42	0.34	0.34	
710111395		0.31	0.09	0.14	0.36	0.4	0.3	0.07	0.23	
304425139		0.25	0.09	0.36	0.23	0.29	0.25	0.29	0.25	
23197499		0.31	0.15	0.28	0.41	0.33	0.19	0.08	0.22	
1107739050		0.23	0.02	0.16	0.16	0.39	0.21	0.34	0.03	
815770850		0.29	0.07	0.38	0.11	0.51	0.31	0.46	0.2	
866261396		0.35	0.22	0.3	0.4	0.45	0.14	0.32	0.37	
900431706		0.34	0.34	0.29	0.6	0.39	0.32	0.33	0.29	
794368208		0.34	0.09	0.3	0.18	0.49	0.2	0.19	0.22	
383213541		0.19	0.06	0.18	0.16	0.39	0.23	0.21	0.19	
2374985612		0.38	0.13	0.42	0.26	0.56	0.36	0.21	0.31	
2280491986		0.3	0.06	0.2	0.18	0.34	0.26	0.22	0.21	
1964701855		0.39	0.55	0.39	0.19	0.63	0.54	0.46	0.34	
165934859		0.32	0.15	0.18	0.25	0.32	0.42	0.28	0.32	
18275107		0.35	0.09	0.34	0.3	0.39	0.32	0.2	0.22	
2177395602		0.28	0.18	0.28	0.09	0.33	0.22	0.1	0.23	
771464938267312128		0.29	0.09	0.31	0.16	0.45	0.34	0.12	0.22	
234466998		0.48	0.3	0.31	0.65	0.51	0.48	0.5	0.29	
710212680078983168		0.49	0.28	0.47	0.41	0.53	0.34	0.49	0.43	
4157014613		0.36	0.07	0.27	0.21	0.42	0.44	0.27	0.28	
163690096		0.41	0.29	0.33	0.25	0.49	0.39	0.37	0.3	
148810257		0.34	0.19	0.36	0.47	0.58	0.66	0.67	0.21	
55728746		0.28	0.12	0.43	0.32	0.45	0.47	0.11	0.27	
4068555947		0.26	0.22	0.24	0.22	0.24	0.23	0.26	0.27	
786644922455564288		0.4	0.18	0.59	0.29	0.41	0.38	0.53	0.3	
2225876498		0.3	0.33	0.37	0.13	0.46	0.44	0.47	0.32	
751630650		0.56	0.46	0.42	0.38	0.42	0.33	0.19	0.54	
42525672		0.33	0.15	0.28	0.53	0.42	0.3	0.37	0.23	
49596186		0.36	0.38	0.32	0.48	0.58	0.18	0.08	0.41	
1167559862		0.44	0.24	0.39	0.36	0.53	0.38	0.3	0.23	
264765282		0.44	0.21	0.42	0.31	0.44	0.28	0.19	0.4	
733776663708901376		0.69	0.67	0.8	0.76	0.52	0.64	0.46	0.8	
3321622632		0.18	0.05	0.18	0.37	0.42	0.32	0.27	0.19	
586236516		0.39	0.17	0.58	0.28	0.37	0.4	0.34	0.42	
50057841		0.57	0.47	0.42	0.52	0.45	0.41	0.35	0.58	
18102864		0.34	0.24	0.41	0.36	0.45	0.15	0.25	0.37	
786799008379392000		0.33	0.27	0.24	0.48	0.37	0.17	0.4	0.36	
776418872438251520		0.37	0.24	0.17	0.23	0.34	0.14	0.17	0.23	
21537009		0.42	0.29	0.25	0.14	0.25	0.28	0.18	0.28	
875492785		0.26	0.12	0.37	0.19	0.34	0.31	0.39	0.26	
760558374870220800		0.75	0.79	0.61	0.63	0.58	0.32	0.19	0.61	
2603953490		0.44	0.46	0.26	0.2	0.39	0.45	0.19	0.42	
407955785		0.39	0.12	0.27	0.38	0.45	0.26	0.18	0.25	
1075666621		0.32	0.33	0.42	0.47	0.41	0.46	0.57	0.35	
2244468372		0.42	0.23	0.29	0.49	0.47	0.39	0.18	0.36	
747807029637619712		0.28	0.29	0.39	0.22	0.55	0.44	0.63	0.4	
628915557		0.14	0.06	0.3	0.13	0.2	0.17	0.22	0.17	
3249267995		0.48	0.32	0.32	0.45	0.31	0.11	0.19	0.38	
768892724686626816		0.27	0.03	0.25	0.18	0.41	0.4	0.34	0.24	
781337906094874624		0.54	0.64	0.48	0.57	0.55	0.53	0.52	0.68	
2329373178		0.36	0.24	0.24	0.57	0.41	0.28	0.4	0.31	
758462193151148034		0.37	0.28	0.18	0.32	0.3	0.27	0.36	0.22	
2807772698		0.31	0.12	0.35	0.21	0.36	0.31	0.21	0.27	
750042359442780161		0.18	0.1	0.39	0.13	0.33	0.15	0.17	0.3	
560689936		0.52	0.26	0.43	0.33	0.46	0.46	0.56	0.34	
768902143822528512		0.33	0.28	0.18	0.19	0.43	0.33	0.26	0.18	
2157953533		0.26	0.04	0.14	0.06	0.29	0.1	0.24	0.18	
27551703		0.31	0.13	0.2	0.39	0.41	0.56	0.31	0.29	
714921389204115456		0.34	0.16	0.25	0.44	0.5	0.2	0.49	0.27	
4797764475		0.43	0.41	0.32	0.3	0.49	0.21	0.18	0.43	
860792701		0.5	0.39	0.47	0.37	0.47	0.42	0.32	0.46	
785207513360715778		0.28	0.21	0.13	0.1	0.32	0.18	0.2	0.22	
20480373		0.23	0.1	0.4	0.24	0.44	0.34	0.3	0.27	
3279791720		0.32	0.27	0.23	0.37	0.28	0.13	0.12	0.2	
2441137555		0.45	0.45	0.46	0.48	0.44	0.43	0.7	0.5	
789758996500586497		0.33	0.11	0.18	0.25	0.38	0.28	0.26	0.15	
357045885		0.22	0.0	0.21	0.13	0.4	0.08	0.09	0.07	
378798144		0.21	0.1	0.16	0.45	0.46	0.28	0.25	0.14	
22372344		0.47	0.42	0.41	0.45	0.51	0.52	0.22	0.45	
785641771015417856		0.31	0.48	0.22	0.19	0.33	0.38	0.43	0.21	
4857707848		0.34	0.31	0.4	0.28	0.31	0.41	0.31	0.36	
23730301		0.35	0.13	0.27	0.6	0.43	0.24	0.21	0.32	
2436605492		0.71	0.93	0.62	0.7475	0.69	0.46	0.57	0.84	
739770634360782848		0.42	0.24	0.29	0.36	0.55	0.39	0.31	0.33	
33247227		0.15	0.29	0.21	0.26	0.39	0.27	0.14	0.17	
2282665776		0.33	0.44	0.33	0.13	0.29	0.33	0.14	0.43	
37294221		0.28	0.2	0.31	0.28	0.47	0.39	0.32	0.25	
331825712		0.4	0.19	0.38	0.46	0.48	0.32	0.41	0.29	
785462696		0.37	0.09	0.24	0.28	0.37	0.22	0.13	0.26	
900187770		0.39	0.51	0.37	0.43	0.4	0.34	0.38	0.3	
777995265269653504		0.35	0.25	0.36	0.2	0.5	0.38	0.32	0.18	
244528437		0.2	0.08	0.24	0.23	0.41	0.39	0.2	0.2	
708682073754697728		0.32	0.34	0.27	0.2	0.36	0.46	0.55	0.24	
1164199105		0.48	0.45	0.48	0.29	0.5	0.58	0.54	0.32	
2614181437		0.48	0.33	0.34	0.29	0.47	0.27	0.35	0.34	
746437174736879616		0.29	0.0	0.34	0.19	0.21	0.15	0.05	0.25	
368886939		0.49	0.1	0.49	0.11	0.44	0.16	0.07	0.35	
3930534682		0.32	0.15	0.22	0.18	0.55	0.21	0.08	0.3	
2990815466		0.44	0.28	0.54	0.52	0.55	0.38	0.6	0.59	
700492921053663232		0.4	0.18	0.26	0.47	0.48	0.16	0.11	0.21	
18658176		0.52	0.3	0.6	0.25	0.3	0.33	0.27	0.46	
1720660537		0.17	0.18	0.28	0.28	0.4	0.4	0.29	0.22	
700270901380718593		0.35	0.14	0.43	0.24	0.38	0.38	0.25	0.26	
93884060		0.36	0.23	0.51	0.2	0.43	0.41	0.57	0.35	
2686761836		0.45	0.34	0.38	0.33	0.45	0.34	0.27	0.39	
567607876		0.34	0.32	0.32	0.31	0.5	0.34	0.21	0.26	
87603897		0.36	0.4	0.33	0.3	0.44	0.43	0.38	0.29	
248390271		0.41	0.27	0.24	0.52	0.44	0.2	0.28	0.29	
22442522		0.32	0.13	0.28	0.41	0.45	0.33	0.23	0.24	
1639741434		0.46	0.3	0.57	0.47	0.56	0.56	0.38	0.5	
175255826		0.44	0.4	0.53	0.3	0.43	0.61	0.68	0.37	
3325053703		0.34	0.08	0.26	0.25	0.47	0.25	0.36	0.27	
1496040919		0.31	0.12	0.34	0.26	0.46	0.28	0.2	0.12	
704369721236262912		0.39	0.28	0.35	0.19	0.47	0.29	0.13	0.24	
790584386773192704		0.61	0.68	0.33	0.53	0.65	0.77	0.86	0.58	
459830470		0.11	0.05	0.09	0.13	0.19	0.19	0.29	0.1	
729120041795395584		0.34	0.46	0.46	0.3	0.38	0.48	0.59	0.27	
277769074		0.4	0.58	0.35	0.44	0.46	0.2	0.22	0.44	
3301022112		0.26	0.11	0.27	0.55	0.51	0.32	0.15	0.3	
43149311		0.34	0.28	0.34	0.2	0.49	0.35	0.2	0.29	
718933058200674304		0.29	0.1	0.32	0.38	0.4	0.24	0.31	0.32	
776903299630968832		0.32	0.01	0.21	0.27	0.25	0.19	0.37	0.33	
271983748		0.23	0.07	0.22	0.15	0.41	0.49	0.51	0.26	
267529750		0.39	0.3	0.44	0.24	0.46	0.39	0.2	0.3	
4796151861		0.41	0.32	0.47	0.26	0.43	0.52	0.4	0.42	
395023502		0.21	0.17	0.22	0.18	0.34	0.4	0.39	0.2	
4423888229		0.23	0.18	0.39	0.1	0.4	0.34	0.23	0.16	
801698222		0.29	0.11	0.29	0.34	0.47	0.29	0.34	0.37	
4237958309		0.54	0.39	0.64	0.39	0.42	0.27	0.41	0.46	
719283382710984704		0.38	0.28	0.26	0.36	0.47	0.45	0.43	0.34	
733110331052949504		0.32	0.03	0.36	0.15	0.33	0.28	0.27	0.23	
458631504		0.12	0.01	0.12	0.13	0.25	0.19	0.13	0.11	
38012607		0.2	0.04	0.11	0.23	0.32	0.13	0.14	0.17	
1551206293		0.43	0.17	0.37	0.49	0.52	0.38	0.49	0.4	
203514488		0.31	0.43	0.14	0.33	0.39	0.27	0.24	0.26	
2357647951		0.35	0.2	0.28	0.37	0.37	0.16	0.17	0.29	
773564016312606722		0.37	0.33	0.26	0.54	0.59	0.57	0.43	0.48	
121227383		0.17	0.09	0.45	0.43	0.33	0.46	0.21	0.21	
215808662		0.4	0.15	0.24	0.4	0.32	0.18	0.09	0.2	
784778514797105153		0.37	0.43	0.52	0.37	0.45	0.56	0.36	0.44	
58052610		0.36	0.32	0.29	0.45	0.42	0.44	0.56	0.33	
2172169509		0.35	0.19	0.23	0.32	0.44	0.34	0.36	0.29	
126660399		0.31	0.27	0.48	0.39	0.41	0.38	0.38	0.33	
801797388		0.12	0.06	0.24	0.25	0.33	0.22	0.22	0.08	
524349790		0.21	0.15	0.27	0.37	0.23	0.31	0.26	0.17	
2374048657		0.3	0.11	0.29	0.18	0.31	0.19	0.27	0.19	
528646417		0.37	0.37	0.19	0.45	0.36	0.51	0.52	0.31	
177092966		0.41	0.16	0.67	0.22	0.5	0.3	0.27	0.47	
4729143948		0.18	0.14	0.24	0.54	0.4	0.58	0.23	0.18	
136684975		0.29	0.08	0.24	0.19	0.35	0.43	0.12	0.19	
1306073227		0.46	0.61	0.51	0.47	0.59	0.52	0.54	0.39	
4870992551		0.55	0.6	0.57	0.45	0.53	0.47	0.45	0.53	
702705751664549890		0.36	0.27	0.3	0.48	0.41	0.25	0.05	0.23	
48986203		0.27	0.1	0.31	0.49	0.43	0.46	0.07	0.29	
435396679		0.51	0.37	0.6	0.36	0.53	0.39	0.29	0.56	
705641215224451072		0.35	0.18	0.22	0.36	0.31	0.21	0.17	0.42	
3987964414		0.32	0.01	0.21	0.2	0.39	0.11	0.16	0.18	
124486265		0.51	0.27	0.63	0.5	0.39	0.5	0.35	0.58	
562261824		0.43	0.11	0.17	0.36	0.42	0.28	0.18	0.25	
4404631756		0.21	0.24	0.35	0.17	0.35	0.41	0.21	0.21	
716500433145966592		0.38	0.49	0.6	0.29	0.55	0.52	0.48	0.47	
138889809		0.42	0.39	0.3	0.48	0.23	0.18	0.17	0.3	
4041511396		0.45	0.26	0.43	0.4	0.46	0.44	0.24	0.38	
710971439185170432		0.44	0.21	0.25	0.49	0.47	0.18	0.37	0.39	
154033631		0.45	0.42	0.41	0.57	0.51	0.48	0.46	0.41	
269654415		0.11	0.04	0.24	0.1	0.22	0.23	0.39	0.23	
3244665439		0.46	0.35	0.38	0.23	0.35	0.53	0.28	0.44	
556362227		0.7	0.62	0.77	0.53	0.67	0.58	0.56	0.58	
3010348122		0.31	0.1	0.33	0.14	0.4	0.23	0.14	0.18	
715412452540870657		0.45	0.34	0.4	0.47	0.43	0.49	0.27	0.46	
87471627		0.3	0.24	0.35	0.39	0.35	0.45	0.25	0.29	
206957682		0.48	0.3	0.54	0.46	0.54	0.39	0.37	0.45	
3094908458		0.27	0.18	0.28	0.29	0.44	0.3	0.27	0.33	
786770956744269824		0.35	0.35	0.37	0.15	0.33	0.39	0.2	0.29	
716743071883341824		0.68	0.47	0.85	0.66	0.58	0.5	0.59	0.63	
4085135908		0.3	0.27	0.31	0.38	0.39	0.2	0.23	0.31	
887644218		0.32	0.09	0.28	0.05	0.24	0.27	0.21	0.17	
3178383200		0.847	0.783886357497	0.793147133651	0.840246053348	0.876	0.9	0.787951843463	0.789786602043	
2487413812		0.53	0.64	0.5	0.45	0.52	0.63	0.31	0.51	
1537704361		0.27	0.03	0.35	0.11	0.25	0.27	0.37	0.29	
67781252		0.48	0.34	0.61	0.44	0.34	0.4	0.28	0.37	
792192451943534592		0.46	0.68	0.38	0.43	0.44	0.59	0.41	0.37	
2590857416		0.21	0.07	0.18	0.04	0.24	0.18	0.09	0.2	
4171008974		0.18	0.12	0.19	0.07	0.26	0.19	0.3	0.17	
705541526755999744		0.34	0.11	0.23	0.47	0.306666666667	0.31	0.08	0.22	
2993768820		0.16	0.0	0.18	0.17	0.25	0.47	0.24	0.05	
783003777146163204		0.21	0.43	0.28	0.26	0.27	0.37	0.55	0.15	
993451813		0.45	0.63	0.53	0.43	0.37	0.363333333333	0.2	0.59	
705485359883354112		0.34	0.17	0.25	0.35	0.52	0.35	0.29	0.26	
887809214		0.28	0.02	0.31	0.28	0.25	0.15	0.16	0.13	
3011102368		0.25	0.03	0.29	0.27	0.36	0.35	0.27	0.25	
30511255		0.38	0.24	0.26	0.37	0.55	0.22	0.18	0.29	
145979984		0.34	0.13	0.28	0.28	0.5	0.27	0.23	0.24	
41852226		0.24	0.3	0.3	0.23	0.46	0.4	0.63	0.16	
2981105207		0.45	0.46	0.36	0.22	0.4	0.42	0.53	0.33	
750417311744421888		0.4	0.12	0.49	0.53	0.43	0.38	0.27	0.33	
33597773		0.12	0.18	0.28	0.35	0.41	0.21	0.06	0.15	
3400588109		0.44	0.31	0.57	0.32	0.39	0.33	0.17	0.51	
63198085		0.23	0.14	0.24	0.22	0.38	0.3	0.2	0.17	
2746041570		0.42	0.29	0.21	0.29	0.22	0.17	0.18	0.19	
1169506860		0.15	0.05	0.12	0.09	0.26	0.15	0.31	0.11	
753274485017640960		0.2	0.09	0.18	0.1	0.28	0.35	0.22	0.18	
742085410646548481		0.38	0.42	0.34	0.36	0.443333333333	0.33	0.43	0.23	
602397399		0.32	0.32	0.27	0.41	0.45	0.28	0.19	0.32	
551305411		0.46	0.26	0.22	0.33	0.47	0.33	0.35	0.36	
21095477		0.46	0.29	0.49	0.68	0.53	0.48	0.33	0.45	
344196495		0.15	0.02	0.2	0.06	0.24	0.12	0.19	0.12	
1447605738		0.34	0.29	0.31	0.49	0.38	0.4	0.32	0.33	
319651639		0.16	0.03	0.11	0.06	0.34	0.07	0.25	0.09	
758516694180438017		0.38	0.25	0.45	0.37	0.54	0.5	0.31	0.24	
832250910		0.25	0.08	0.36	0.32	0.47	0.39	0.34	0.33	
35678795		0.53	0.25	0.52	0.48	0.52	0.58	0.39	0.4	
779754896631488512		0.38	0.2	0.35	0.32	0.37	0.28	0.28	0.24	
942042836		0.32	0.01	0.29	0.29	0.33	0.33	0.19	0.2	
3160011031		0.28	0.39	0.37	0.34	0.41	0.36	0.37	0.28	
4722082106		0.54	0.33	0.38	0.12	0.56	0.33	0.67	0.32	
735890121426272256		0.47	0.31	0.28	0.36	0.5	0.32	0.19	0.36	
20567058		0.32	0.17	0.26	0.68	0.5	0.14	0.21	0.22	
241958105		0.2	0.07	0.22	0.16	0.28	0.13	0.17	0.2	
537829851		0.41	0.25	0.32	0.31	0.5	0.43	0.27	0.39	
792479315946409984		0.32	0.02	0.31	0.28	0.34	0.28	0.29	0.31	
3807595214		0.33	0.23	0.44	0.21	0.26	0.19	0.16	0.34	
940804730		0.29	0.13	0.39	0.22	0.4	0.34	0.15	0.34	
4854250851		0.52	0.34	0.31	0.3	0.37	0.37	0.41	0.47	
18224811		0.34	0.16	0.22	0.31	0.47	0.32	0.3	0.23	
285328319		0.59	0.61	0.47	0.5	0.48	0.355	0.47	0.5	
736277247774969856		0.31	0.24	0.16	0.28	0.4	0.19	0.42	0.27	
2889100387		0.25	0.01	0.32	0.22	0.44	0.14	0.19	0.23	
224848446		0.12	0.01	0.1	0.16	0.18	0.36	0.28	0.09	
350215876		0.52	0.02	0.63	0.14	0.34	0.48	0.25	0.36	
700474145537134592		0.36	0.26	0.33	0.43	0.46	0.42	0.39	0.34	
30856797		0.32	0.06	0.28	0.34	0.39	0.2	0.14	0.24	
196168350		0.44	0.12	0.42	0.5	0.4	0.13	0.25	0.38	
4635245670		0.54	0.41	0.4	0.26	0.52	0.47	0.72	0.51	
2269883470		0.53	0.21	0.34	0.16	0.56	0.58	0.74	0.25	
869027407		0.38	0.2	0.45	0.31	0.21	0.28	0.17	0.29	
2262620679		0.36	0.29	0.45	0.35	0.39	0.37	0.3	0.37	
2892785463		0.35	0.2	0.43	0.52	0.54	0.52	0.48	0.42	
38126883		0.3	0.38	0.42	0.15	0.33	0.15	0.19	0.32	
