userID	username	All	User	Friend	Network	Content	Sentiment	Temporal	LanguageAgnostic
183124017		0.33	0.15	0.35	0.33	0.38	0.27	0.02	0.15	
1109685884		0.32	0.08	0.29	0.54	0.39	0.24	0.15	0.23	
255095370		0.12	0.03	0.31	0.09	0.34	0.21	0.08	0.24	
705403933280305153		0.4	0.31	0.33	0.19	0.49	0.53	0.43	0.36	
4788370779		0.39	0.1	0.27	0.17	0.37	0.46	0.3	0.25	
3314267340		0.36	0.35	0.25	0.41	0.36	0.36	0.57	0.31	
468783338		0.46	0.3	0.62	0.39	0.59	0.5	0.41	0.41	
4006650737		0.38	0.04	0.48	0.35	0.51	0.35	0.26	0.37	
1019904385		0.55	0.42	0.38	0.49	0.51	0.32	0.06	0.59	
3043931737		0.3	0.24	0.26	0.65	0.35	0.11	0.43	0.29	
719669024678805504		0.36	0.27	0.23	0.5	0.61	0.56	0.3	0.29	
769692950947332096		0.26	0.32	0.37	0.18	0.44	0.43	0.29	0.29	
3161760900		0.35	0.26	0.25	0.27	0.5	0.16	0.32	0.19	
3855726676		0.44	0.29	0.52	0.47	0.46	0.47	0.51	0.41	
263215798		0.32	0.12	0.38	0.32	0.393333333333	0.27	0.22	0.28	
2544315597		0.41	0.26	0.25	0.55	0.52	0.63	0.46	0.48	
1406090676		0.42	0.27	0.47	0.46	0.45	0.52	0.37	0.51	
758830577663418372		0.51	0.38	0.66	0.5	0.51	0.49	0.53	0.44	
780625531515437056		0.32	0.4	0.17	0.51	0.55	0.33	0.3	0.24	
498529363		0.31	0.31	0.49	0.19	0.41	0.42	0.21	0.32	
33260951		0.76	0.78	0.47	0.23	0.49	0.3	0.21	0.78	
704999960		0.44	0.24	0.25	0.46	0.43	0.29	0.15	0.19	
885446995		0.52	0.42	0.59	0.32	0.39	0.54	0.46	0.5	
782037091232411648		0.59	0.41	0.56	0.28	0.59	0.47	0.43	0.45	
264582867		0.23	0.03	0.23	0.11	0.35	0.22	0.08	0.17	
3122210124		0.53	0.32	0.63	0.41	0.5	0.3	0.31	0.57	
61914451		0.41	0.35	0.38	0.29	0.47	0.53	0.31	0.37	
785282998333607938		0.27	0.45	0.29	0.21	0.23	0.19	0.32	0.26	
4399641075		0.28	0.12	0.24	0.43	0.27	0.19	0.11	0.24	
35517356		0.33	0.18	0.45	0.38	0.4	0.45	0.62	0.29	
776081316		0.14	0.02	0.37	0.13	0.41	0.27	0.24	0.18	
3165793363		0.34	0.32	0.43	0.25	0.24	0.18	0.11	0.41	
24516301		0.35	0.35	0.35	0.35	0.38	0.3	0.47	0.37	
588650019		0.13	0.11	0.14	0.34	0.29	0.4	0.23	0.18	
3112061737		0.34	0.42	0.24	0.15	0.42	0.28	0.37	0.36	
1315554920		0.25	0.07	0.24	0.21	0.37	0.36	0.25	0.34	
1176941214		0.3	0.0	0.38	0.15	0.5	0.27	0.18	0.24	
4481916574		0.31	0.25	0.38	0.21	0.38	0.32	0.41	0.29	
2405316296		0.46	0.21	0.34	0.29	0.41	0.34	0.04	0.29	
492378961		0.27	0.13	0.22	0.16	0.48	0.17	0.15	0.2	
3761076075		0.23	0.14	0.28	0.09	0.28	0.1	0.22	0.15	
712994904423735297		0.41	0.17	0.47	0.13	0.41	0.23	0.57	0.27	
758897050058534912		0.41	0.31	0.53	0.27	0.48	0.39	0.39	0.41	
3523384582		0.35	0.29	0.28	0.52	0.45	0.35	0.39	0.25	
922478648		0.4	0.48	0.4	0.5	0.36	0.45	0.34	0.33	
15831043		0.34	0.29	0.35	0.21	0.52	0.39	0.26	0.37	
711410423808049152		0.43	0.11	0.58	0.35	0.32	0.22	0.15	0.36	
715503390		0.32	0.13	0.3	0.31	0.51	0.47	0.17	0.27	
792196216419414017		0.31	0.27	0.25	0.14	0.45	0.47	0.39	0.27	
173830574		0.42	0.33	0.4	0.23	0.53	0.62	0.8	0.3	
4636339047		0.46	0.59	0.49	0.17	0.43	0.36	0.4	0.36	
49709806		0.45	0.31	0.34	0.44	0.55	0.46	0.31	0.38	
756839678020497409		0.32	0.18	0.31	0.22	0.33	0.14	0.42	0.23	
1641588674		0.35	0.33	0.36	0.28	0.37	0.33	0.28	0.44	
2741840265		0.38	0.41	0.39	0.45	0.45	0.48	0.64	0.38	
43374193		0.14	0.15	0.3	0.24	0.37	0.17	0.09	0.25	
785260011387817984		0.35	0.58	0.43	0.31	0.58	0.69	0.45	0.36	
161644944		0.4	0.16	0.38	0.43	0.38	0.35	0.21	0.33	
578348491		0.27	0.05	0.35	0.21	0.44	0.4	0.36	0.24	
725027888114876416		0.1	0.06	0.17	0.21	0.34	0.23	0.11	0.17	
42099430		0.07	0.15	0.16	0.15	0.17	0.38	0.21	0.05	
236265221		0.25	0.17	0.11	0.16	0.14	0.36	0.08	0.25	
273018807		0.23	0.15	0.22	0.34	0.3	0.29	0.08	0.29	
787782266902618113		0.3	0.1	0.38	0.24	0.34	0.35	0.35	0.26	
443245458		0.16	0.09	0.1	0.2	0.34	0.3	0.14	0.09	
707357095801298944		0.41	0.52	0.48	0.48	0.55	0.55	0.56	0.47	
4019044937		0.39	0.3	0.38	0.32	0.34	0.27	0.21	0.28	
1944751946		0.34	0.07	0.18	0.41	0.39	0.34	0.32	0.3	
753458198		0.35	0.31	0.07	0.44	0.51	0.46	0.46	0.39	
571592528		0.34	0.12	0.26	0.42	0.44	0.34	0.32	0.2	
2458410882		0.6	0.2	0.62	0.39	0.59	0.2	0.26	0.52	
793224540834762752		0.48	0.49	0.61	0.41	0.54	0.59	0.33	0.44	
768999492964102144		0.35	0.23	0.34	0.45	0.42	0.266666666667	0.11	0.36	
475572052		0.3	0.2	0.26	0.21	0.595	0.32	0.48	0.24	
4808970863		0.3	0.3	0.37	0.12	0.29	0.27	0.31	0.39	
776556980374765568		0.26	0.07	0.42	0.25	0.4	0.42	0.34	0.28	
785674458619056128		0.32	0.49	0.31	0.34	0.54	0.48	0.36	0.32	
3230581501		0.48	0.72	0.23	0.72	0.42	0.44	0.48	0.6	
48130139		0.26	0.15	0.3	0.13	0.3	0.21	0.23	0.22	
1226512668		0.38	0.32	0.24	0.25	0.44	0.38	0.17	0.28	
3446784017		0.36	0.36	0.47	0.47	0.48	0.48	0.53	0.41	
3782022977		0.33	0.07	0.2	0.23	0.42	0.22	0.19	0.23	
763157274529497088		0.37	0.08	0.32	0.35	0.53	0.4	0.5	0.35	
3317055925		0.56	0.34	0.64	0.33	0.34	0.2	0.32	0.54	
794272717		0.27	0.06	0.28	0.22	0.5	0.2	0.15	0.22	
22026906		0.3	0.22	0.31	0.42	0.38	0.37	0.27	0.28	
357650733		0.13	0.03	0.21	0.12	0.15	0.25	0.2	0.08	
312935039		0.45	0.51	0.29	0.4455	0.67	0.78	0.73	0.34	
1708943438		0.42	0.35	0.28	0.36	0.45	0.35	0.44	0.38	
2556410661		0.44	0.68	0.45	0.22	0.49	0.52	0.45	0.43	
4261421361		0.45	0.34	0.38	0.3	0.55	0.53	0.61	0.38	
4855679640		0.3	0.23	0.32	0.49	0.27	0.33	0.37	0.31	
3327788605		0.29	0.07	0.25	0.33	0.49	0.26	0.28	0.31	
732029704652259328		0.57	0.44	0.67	0.52	0.49	0.48	0.58	0.45	
3131097280		0.23	0.14	0.34	0.24	0.31	0.29	0.29	0.19	
243777506		0.28	0.18	0.24	0.28	0.44	0.35	0.14	0.22	
40290712		0.2	0.12	0.21	0.25	0.28	0.18	0.15	0.15	
1133241936		0.39	0.14	0.27	0.65	0.48	0.22	0.26	0.25	
2853388217		0.45	0.06	0.6	0.23	0.37	0.27	0.28	0.47	
3409683004		0.37	0.14	0.42	0.2	0.41	0.47	0.26	0.31	
472334928		0.3	0.1	0.17	0.2	0.49	0.28	0.23	0.16	
783106049394020352		0.38	0.26	0.44	0.22	0.285	0.35	0.32	0.26	
326426434		0.33	0.26	0.17	0.39	0.36	0.51	0.35	0.23	
1225907048		0.45	0.36	0.25	0.57	0.51	0.36	0.36	0.44	
188505608		0.19	0.01	0.28	0.12	0.41	0.31	0.08	0.25	
498351854		0.28	0.22	0.18	0.26	0.5	0.28	0.34	0.19	
721732612918616065		0.31	0.01	0.24	0.2	0.37	0.24	0.08	0.16	
744555557030244354		0.33	0.41	0.35	0.24	0.47	0.38	0.33	0.38	
2732987812		0.48	0.36	0.49	0.48	0.56	0.43	0.42	0.37	
1434060954		0.47	0.2	0.72	0.29	0.42	0.39	0.06	0.48	
961371518		0.33	0.18	0.27	0.22	0.38	0.43	0.3	0.34	
915314664		0.53	0.37	0.39	0.59	0.51	0.29	0.34	0.45	
723578944436482048		0.32	0.21	0.27	0.21	0.32	0.21	0.1	0.24	
346947239		0.32	0.15	0.26	0.5	0.44	0.36	0.15	0.26	
172947296		0.42	0.2	0.49	0.47	0.45	0.43	0.56	0.35	
755547306		0.53	0.48	0.61	0.2	0.52	0.61	0.49	0.47	
227345093		0.09	0.02	0.15	0.04	0.26	0.15	0.17	0.09	
4526852009		0.38	0.21	0.51	0.17	0.39	0.2	0.3	0.25	
3222937730		0.47	0.42	0.41	0.44	0.49	0.57	0.39	0.41	
3400722723		0.42	0.38	0.19	0.38	0.46	0.35	0.42	0.44	
4658578094		0.35	0.3	0.44	0.43	0.46	0.52	0.31	0.44	
52832649		0.26	0.22	0.41	0.1	0.32	0.43	0.24	0.31	
75308194		0.38	0.19	0.31	0.29	0.55	0.38	0.16	0.28	
3194192489		0.24	0.04	0.16	0.18	0.3	0.23	0.05	0.17	
702340456328245248		0.27	0.27	0.4	0.11	0.41	0.43	0.25	0.17	
3422820227		0.49	0.45	0.41	0.45	0.49	0.31	0.36	0.42	
346120627		0.23	0.16	0.47	0.26	0.47	0.36	0.23	0.16	
715706344632926208		0.36	0.01	0.35	0.28	0.47	0.22	0.1	0.21	
4003089613		0.41	0.32	0.34	0.44	0.45	0.26	0.37	0.32	
705441738391838720		0.55	0.32	0.67	0.54	0.4	0.23	0.33	0.54	
709475563618983936		0.24	0.1	0.15	0.23	0.59	0.4	0.12	0.34	
372018326		0.3	0.05	0.23	0.23	0.36	0.33	0.07	0.17	
703581361844654081		0.2	0.06	0.11	0.18	0.24	0.24	0.13	0.24	
4498776677		0.39	0.16	0.32	0.29	0.41	0.214	0.35	0.32	
54935632		0.48	0.36	0.65	0.43	0.55	0.5	0.4	0.46	
780575267911675904		0.27	0.44	0.24	0.13	0.31	0.32	0.33	0.36	
76848978		0.36	0.18	0.34	0.38	0.3	0.3	0.18	0.25	
434047875		0.38	0.56	0.41	0.49	0.5	0.37	0.64	0.51	
3184471478		0.38	0.6	0.36	0.56	0.34	0.24	0.37	0.54	
1566572072		0.32	0.31	0.29	0.45	0.44	0.51	0.55	0.35	
2597205728		0.3	0.19	0.23	0.23	0.37	0.19	0.16	0.29	
5145071		0.34	0.58	0.29	0.53	0.43	0.23	0.17	0.33	
221185593		0.24	0.13	0.12	0.14	0.38	0.17	0.13	0.14	
217834196		0.13	0.03	0.22	0.37	0.35	0.24	0.25	0.11	
4735577052		0.29	0.28	0.3	0.37	0.52	0.48	0.31	0.29	
15891995		0.42	0.22	0.47	0.27	0.43	0.42	0.41	0.52	
49492561		0.22	0.1	0.3	0.27	0.38	0.19	0.2	0.22	
913483350		0.23	0.24	0.3	0.24	0.32	0.3	0.26	0.21	
4057142415		0.33	0.04	0.15	0.24	0.4	0.33	0.07	0.29	
742785974527201280		0.34	0.35	0.26	0.34	0.25	0.28	0.37	0.31	
701262164326092800		0.18	0.06	0.3	0.14	0.39	0.21	0.27	0.11	
66577512		0.25	0.15	0.12	0.33	0.37	0.5	0.25	0.2	
724134613		0.39	0.07	0.43	0.28	0.42	0.37	0.55	0.39	
764859083107160064		0.33	0.31	0.31	0.6	0.44	0.2	0.33	0.33	
761252506836013056		0.35	0.34	0.46	0.29	0.41	0.61	0.68	0.42	
753966845171040258		0.39	0.38	0.46	0.19	0.48	0.25	0.27	0.46	
1531911318		0.42	0.37	0.2	0.57	0.51	0.51	0.27	0.36	
178544519		0.17	0.02	0.09	0.2	0.21	0.34	0.14	0.02	
15063486		0.53	0.62	0.43	0.19	0.32	0.16	0.25	0.49	
56768796		0.52	0.27	0.62	0.41	0.4	0.36	0.15	0.56	
269418215		0.37	0.31	0.43	0.26	0.59	0.53	0.23	0.38	
1854328076		0.42	0.13	0.35	0.29	0.45	0.35	0.52	0.22	
205839399		0.22	0.07	0.37	0.17	0.46	0.21	0.19	0.19	
2975236341		0.35	0.35	0.36	0.3	0.42	0.29	0.17	0.26	
1085411936		0.41	0.32	0.22	0.4	0.44	0.42	0.22	0.36	
3633732852		0.52	0.33	0.56	0.23	0.53	0.43	0.63	0.49	
1327545288		0.42	0.32	0.48	0.54	0.48	0.36	0.39	0.37	
399745111		0.59	0.57	0.37	0.53	0.54	0.42	0.38	0.57	
787696273856036864		0.48	0.53	0.48	0.27	0.55	0.59	0.56	0.52	
125975139		0.31	0.15	0.22	0.5	0.4	0.36	0.19	0.26	
174052742		0.24	0.2	0.42	0.19	0.45	0.2	0.5	0.3	
2781277783		0.51	0.53	0.46	0.42	0.38	0.39	0.4	0.59	
1370179141		0.54	0.59	0.28	0.26	0.22	0.34	0.35	0.45	
710978453525413889		0.38	0.17	0.32	0.25	0.47	0.2	0.2	0.31	
3885281773		0.23	0.0	0.27	0.19	0.33	0.19	0.22	0.26	
345538615		0.39	0.21	0.24	0.22	0.43	0.24	0.12	0.4	
720559822857486336		0.35	0.25	0.25	0.46	0.43	0.45	0.28	0.37	
711556496807501825		0.4	0.4	0.3	0.53	0.4	0.24	0.19	0.32	
214055923		0.27	0.01	0.38	0.3	0.31	0.24	0.16	0.25	
616313565		0.51	0.36	0.61	0.47	0.57	0.7	0.56	0.51	
717862238565101568		0.45	0.35	0.65	0.39	0.69	0.46	0.56	0.38	
2157653297		0.2	0.11	0.18	0.26	0.3	0.23	0.36	0.15	
94146506		0.37	0.33	0.35	0.5	0.38	0.27	0.16	0.3	
525093493		0.21	0.02	0.15	0.22	0.29	0.17	0.11	0.15	
19378287		0.34	0.3	0.17	0.18	0.38	0.26	0.29	0.28	
28796846		0.24	0.11	0.3	0.4	0.33	0.3	0.27	0.22	
71278773		0.3	0.05	0.35	0.29	0.42	0.25	0.09	0.25	
18611073		0.15	0.1	0.41	0.14	0.32	0.69	0.25	0.2	
2603546683		0.38	0.11	0.23	0.4	0.52	0.33	0.29	0.36	
2208817489		0.41	0.28	0.31	0.37	0.503333333333	0.34	0.24	0.44	
1418775942		0.47	0.39	0.38	0.48	0.46	0.35	0.48	0.48	
749938508098314240		0.41	0.25	0.38	0.21	0.39	0.37	0.18	0.28	
771844539925434368		0.41	0.28	0.38	0.36	0.58	0.26	0.36	0.39	
35150454		0.33	0.14	0.22	0.48	0.48	0.44	0.32	0.25	
785664533675200512		0.35	0.37	0.31	0.18	0.35	0.38	0.35	0.26	
4696541605		0.42	0.33	0.5	0.08	0.53	0.48	0.24	0.39	
2469807936		0.34	0.25	0.39	0.61	0.37	0.38	0.49	0.32	
706883464524668929		0.45	0.29	0.39	0.65	0.52	0.49	0.53	0.33	
759010213391249408		0.43	0.76	0.32	0.27	0.29	0.3	0.21	0.45	
2383564050		0.33	0.35	0.44	0.42	0.49	0.55	0.52	0.36	
3255113765		0.37	0.2	0.2	0.38	0.56	0.34	0.26	0.31	
704178744164888578		0.22	0.21	0.25	0.34	0.44	0.41	0.32	0.21	
2191667112		0.53	0.25	0.51	0.21	0.28	0.37	0.12	0.32	
760593627403857920		0.31	0.39	0.38	0.27	0.453333333333	0.26	0.46	0.43	
4385782960		0.41	0.36	0.31	0.29	0.42	0.26	0.39	0.32	
1082171360		0.37	0.25	0.24	0.54	0.43	0.33	0.34	0.31	
612400931		0.16	0.2	0.27	0.21	0.21	0.31	0.3	0.3	
72414244		0.38	0.09	0.41	0.28	0.39	0.28	0.25	0.27	
935457662		0.59	0.4	0.62	0.34	0.49	0.28	0.34	0.56	
757943881103134720		0.26	0.34	0.39	0.15	0.26	0.3	0.19	0.21	
120651708		0.51	0.46	0.45	0.42	0.47	0.53	0.57	0.5	
436928552		0.31	0.24	0.5	0.56	0.36	0.48	0.57	0.46	
1013796373		0.36	0.2	0.3	0.49	0.33	0.12	0.42	0.29	
49785617		0.35	0.31	0.44	0.38	0.44	0.26	0.51	0.39	
729866734815993856		0.4	0.25	0.39	0.2	0.38	0.34	0.24	0.31	
350317017		0.26	0.16	0.19	0.65	0.38	0.25	0.13	0.23	
211191777		0.24	0.22	0.24	0.45	0.43	0.44	0.27	0.2	
3048242440		0.48	0.72	0.4	0.41	0.62	0.53	0.65	0.62	
45569330		0.29	0.17	0.42	0.29	0.29	0.28	0.17	0.24	
3298172888		0.44	0.28	0.39	0.22	0.42	0.43	0.38	0.46	
788445930169044993		0.33	0.56	0.43	0.4	0.4	0.62	0.71	0.37	
754593649376186368		0.54	0.31	0.37	0.15	0.39	0.3	0.25	0.47	
3138769552		0.41	0.19	0.37	0.31	0.48	0.18	0.17	0.29	
111581424		0.35	0.17	0.34	0.36	0.35	0.17	0.27	0.34	
4498499074		0.46	0.4	0.41	0.18	0.36	0.42	0.37	0.41	
1493602183		0.31	0.42	0.36	0.26	0.42	0.62	0.66	0.35	
3028974489		0.3	0.26	0.42	0.28	0.27	0.35	0.46	0.33	
535977623		0.5	0.69	0.29	0.56	0.51	0.3	0.36	0.41	
3378047121		0.28	0.15	0.15	0.34	0.4	0.34	0.14	0.08	
1909350781		0.47	0.39	0.29	0.37	0.52	0.5	0.18	0.41	
380087033		0.13	0.02	0.12	0.25	0.26	0.2675	0.31	0.05	
600152901		0.37	0.33	0.36	0.32	0.51	0.37	0.58	0.33	
971692506		0.5	0.33	0.58	0.45	0.56	0.62	0.62	0.42	
3003883030		0.33	0.14	0.26	0.38	0.45	0.2	0.13	0.28	
781561628160438272		0.36	0.3	0.5	0.37	0.44	0.38	0.62	0.42	
749844190197063680		0.21	0.38	0.42	0.22	0.39	0.38	0.24	0.21	
2335728060		0.39	0.26	0.33	0.2	0.45	0.36	0.17	0.26	
3294347183		0.37	0.32	0.39	0.44	0.37	0.17	0.09	0.39	
761165416479744000		0.22	0.05	0.35	0.27	0.36	0.39	0.18	0.27	
746757036847751168		0.51	0.58	0.37	1.0	0.696666666667	0.361346662576	0.767510917031	0.61	
701293616304562176		0.32	0.14	0.24	0.15	0.4	0.26	0.29	0.32	
771155008385449984		0.24	0.24	0.38	0.26	0.37	0.26	0.21	0.21	
759478369008381952		0.43	0.22	0.3	0.49	0.43	0.44	0.2	0.33	
4230787578		0.34	0.29	0.23	0.32	0.38	0.27	0.34	0.28	
711355959608614912		0.44	0.28	0.3	0.33	0.31	0.29	0.07	0.23	
863525576		0.33	0.15	0.26	0.28	0.4	0.13	0.23	0.25	
708045756930859012		0.3	0.43	0.4	0.42	0.46	0.54	0.27	0.28	
512529083		0.26	0.11	0.33	0.23	0.32	0.41	0.26	0.33	
738803960811655168		0.21	0.1	0.2	0.16	0.28	0.2	0.05	0.22	
4040671152		0.36	0.41	0.3	0.47	0.49	0.54	0.72	0.29	
3381043833		0.36	0.09	0.21	0.22	0.27	0.26	0.13	0.26	
2920140973		0.28	0.45	0.45	0.27	0.46	0.68	0.78	0.36	
450171502		0.3	0.11	0.19	0.42	0.46	0.44	0.2	0.23	
2181907192		0.3	0.06	0.37	0.25	0.26	0.35	0.32	0.28	
2796170977		0.3	0.19	0.22	0.41	0.4	0.34	0.23	0.33	
2647929202		0.4	0.23	0.26	0.37	0.53	0.32	0.24	0.24	
1210193988		0.16	0.03	0.08	0.23	0.32	0.37	0.37	0.14	
331349665		0.39	0.23	0.42	0.29	0.55	0.29	0.28	0.29	
744759044775239680		0.24	0.0	0.38	0.11	0.27	0.36	0.23	0.15	
3155384017		0.37	0.05	0.21	0.27	0.49	0.28	0.02	0.25	
143311631		0.25	0.23	0.33	0.25	0.42	0.2	0.15	0.24	
2686954111		0.24	0.2	0.28	0.17	0.43	0.29	0.23	0.22	
213513491		0.27	0.21	0.32	0.24	0.39	0.23	0.31	0.31	
241592876		0.48	0.31	0.34	0.2	0.62	0.43	0.28	0.37	
753777286600650752		0.28	0.11	0.24	0.31	0.47	0.15	0.15	0.18	
782331913881001984		0.47	0.6	0.53	0.48	0.53	0.56	0.61	0.51	
27001391		0.28	0.24	0.25	0.38	0.36	0.29	0.23	0.26	
421344061		0.4	0.19	0.45	0.6	0.37	0.22	0.31	0.46	
178885682		0.3	0.13	0.22	0.39	0.4	0.16	0.17	0.25	
17526851		0.32	0.12	0.35	0.22	0.24	0.22	0.12	0.25	
2872089275		0.25	0.17	0.15	0.35	0.41	0.19	0.24	0.31	
3173007220		0.34	0.33	0.35	0.5	0.29	0.6	0.11	0.39	
4922884573		0.55	0.71	0.57	0.67	0.5	0.53	0.5	0.61	
1046019332		0.28	0.07	0.21	0.27	0.36	0.24	0.18	0.23	
533819133		0.37	0.14	0.54	0.35	0.38	0.42	0.31	0.4	
2730285579		0.2	0.09	0.29	0.47	0.18	0.26	0.02	0.27	
364996231		0.34	0.09	0.37	0.29	0.4	0.22	0.35	0.17	
2194342442		0.36	0.18	0.16	0.28	0.37	0.27	0.11	0.32	
30849514		0.48	0.23	0.61	0.54	0.45	0.29	0.15	0.37	
307182282		0.21	0.07	0.26	0.23	0.36	0.44	0.5	0.19	
788547589704601600		0.4	0.51	0.49	0.31	0.52	0.54	0.45	0.31	
60061504		0.33	0.19	0.35	0.25	0.4	0.41	0.31	0.28	
3368523178		0.36	0.35	0.34	0.35	0.52	0.29	0.45	0.37	
260426187		0.35	0.1	0.17	0.36	0.51	0.38	0.33	0.23	
44868806		0.29	0.41	0.28	0.39	0.3	0.19	0.19	0.29	
2909434459		0.45	0.37	0.36	0.19	0.25	0.11	0.23	0.43	
3911715449		0.36	0.38	0.49	0.22	0.38	0.22	0.12	0.45	
725563520067231744		0.31	0.42	0.26	0.23	0.38	0.19	0.06	0.37	
31649027		0.35	0.19	0.25	0.34	0.27	0.23	0.27	0.22	
4541333061		0.42	0.42	0.45	0.44	0.37	0.58	0.65	0.54	
2906520701		0.2	0.01	0.3	0.19	0.26	0.4	0.27	0.17	
45637919		0.32	0.11	0.15	0.27	0.37	0.39	0.14	0.21	
3406432619		0.31	0.15	0.27	0.26	0.4	0.24	0.17	0.24	
15701001		0.25	0.12	0.23	0.15	0.42	0.27	0.13	0.16	
36192325		0.31	0.03	0.27	0.13	0.36	0.24	0.06	0.25	
253813547		0.42	0.56	0.3	0.21	0.45	0.26	0.36	0.26	
238366185		0.36	0.13	0.34	0.37	0.34	0.25	0.35	0.34	
181678158		0.33	0.08	0.39	0.14	0.32	0.32	0.19	0.23	
480602546		0.36	0.03	0.16	0.25	0.39	0.4	0.21	0.27	
2247787315		0.53	0.18	0.57	0.46	0.37	0.22	0.21	0.53	
989356418		0.19	0.1	0.25	0.23	0.31	0.16	0.24	0.14	
3354292601		0.49	0.32	0.22	0.47	0.5	0.46	0.29	0.36	
740996617222782977		0.39	0.27	0.09	0.32	0.49	0.51	0.07	0.12	
114302206		0.17	0.15	0.22	0.21	0.38	0.18	0.33	0.2	
186947679		0.31	0.07	0.29	0.52	0.2	0.38	0.13	0.23	
499471551		0.12	0.05	0.2	0.32	0.23	0.2	0.1	0.14	
42473644		0.21	0.06	0.12	0.17	0.41	0.15	0.27	0.1	
1240499028		0.41	0.59	0.48	0.09	0.35	0.3	0.48	0.48	
707352000686661632		0.37	0.32	0.35	0.55	0.46	0.45	0.51	0.4	
36653514		0.13	0.15	0.39	0.26	0.22	0.23	0.23	0.27	
714882082019885056		0.45	0.55	0.5	0.59	0.53	0.39	0.32	0.44	
749025764327067648		0.41	0.25	0.3	0.58	0.41	0.25	0.23	0.34	
2773820450		0.38	0.23	0.19	0.48	0.5	0.31	0.25	0.3	
768267059495071744		0.41	0.09	0.35	0.58	0.39	0.08	0.12	0.28	
888018469		0.23	0.18	0.23	0.2	0.5	0.21	0.31	0.19	
264935205		0.35	0.16	0.26	0.5	0.47	0.24	0.32	0.34	
710350479163691008		0.46	0.23	0.34	0.2	0.3	0.384	0.12	0.27	
16833387		0.24	0.32	0.21	0.22	0.38	0.13	0.21	0.31	
4219318899		0.45	0.41	0.46	0.41	0.46	0.53	0.54	0.39	
865636782		0.44	0.61	0.2	0.48	0.47	0.31	0.41	0.39	
739274074099064832		0.79	0.783886357497	0.72	0.797621863222	0.81	0.85	0.787951843463	0.61431372549	
2457164720		0.44	0.36	0.41	0.19	0.58	0.63	0.54	0.31	
4716379866		0.45	0.21	0.5	0.34	0.38	0.41	0.3	0.44	
210177223		0.35	0.52	0.23	0.29	0.44	0.26	0.25	0.32	
835791074		0.4	0.22	0.3	0.51	0.46	0.21	0.29	0.31	
2365943947		0.23	0.24	0.19	0.55	0.23	0.45	0.17	0.24	
403748836		0.28	0.25	0.35	0.5	0.48	0.24	0.12	0.27	
262800088		0.47	0.26	0.33	0.54	0.64	0.45	0.42	0.44	
3906603977		0.43	0.27	0.32	0.52	0.32	0.19	0.22	0.27	
732733728401686531		0.37	0.13	0.26	0.28	0.48	0.4	0.24	0.28	
2413940999		0.23	0.15	0.2	0.43	0.36	0.39	0.23	0.31	
509578036		0.17	0.04	0.22	0.26	0.41	0.07	0.24	0.1	
1250313709		0.26	0.09	0.32	0.25	0.43	0.4	0.36	0.18	
704297599768121344		0.4	0.56	0.4	0.2	0.41	0.48	0.45	0.29	
759435633244897280		0.42	0.43	0.28	0.56	0.44	0.2	0.34	0.35	
3060272322		0.23	0.12	0.36	0.48	0.38	0.75	0.25	0.2	
93107131		0.24	0.03	0.16	0.15	0.35	0.13	0.11	0.2	
77117694		0.11	0.2	0.24	0.13	0.23	0.21	0.19	0.18	
348518906		0.28	0.2	0.16	0.27	0.38	0.31	0.23	0.15	
4458878892		0.4	0.38	0.32	0.39	0.62	0.48	0.52	0.29	
17902913		0.19	0.22	0.2	0.26	0.34	0.23	0.26	0.18	
760874986806534144		0.36	0.18	0.44	0.1	0.47	0.46	0.25	0.18	
49377137		0.39	0.3	0.55	0.34	0.5	0.45	0.35	0.41	
134240162		0.44	0.68	0.27	0.53	0.51	0.32	0.25	0.35	
126680535		0.24	0.1	0.3	0.12	0.33	0.18	0.25	0.19	
751204406197153792		0.34	0.25	0.44	0.12	0.6	0.44	0.29	0.24	
20832710		0.42	0.48	0.41	0.34	0.37	0.21	0.25	0.42	
3107597132		0.36	0.19	0.36	0.47	0.45	0.23	0.31	0.3	
380156346		0.55	0.29	0.64	0.52	0.58	0.33	0.24	0.43	
1228710404		0.21	0.15	0.4	0.16	0.32	0.3	0.29	0.27	
2888639310		0.42	0.14	0.25	0.41	0.38	0.29	0.14	0.29	
42729835		0.34	0.35	0.36	0.49	0.24	0.21	0.06	0.32	
104689187		0.18	0.13	0.29	0.1	0.36	0.35	0.22	0.16	
3948911182		0.35	0.42	0.33	0.58	0.49	0.39	0.33	0.34	
494248670		0.22	0.12	0.43	0.18	0.46	0.21	0.54	0.32	
960623388		0.18	0.15	0.28	0.1	0.38	0.21	0.12	0.14	
50365399		0.26	0.12	0.27	0.11	0.31	0.13	0.23	0.13	
3021101578		0.36	0.37	0.24	0.34	0.43	0.27	0.29	0.4	
2941629111		0.45	0.36	0.7	0.48	0.54	0.49	0.51	0.42	
3023256027		0.54	0.6	0.57	0.43	0.49	0.64	0.42	0.59	
4760647532		0.28	0.22	0.2	0.37	0.33	0.2	0.13	0.43	
744950188557615104		0.38	0.2	0.23	0.43	0.4	0.33	0.38	0.31	
3078719486		0.42	0.4	0.31	0.24	0.46	0.34	0.4	0.36	
1060914175		0.5	0.42	0.54	0.62	0.55	0.64	0.41	0.4	
187288184		0.26	0.37	0.38	0.36	0.46	0.47	0.43	0.36	
44004374		0.27	0.13	0.25	0.29	0.37	0.17	0.35	0.17	
